id,created,superceded_id,valid,volume,pt_position_x,pt_position_y,pt_position_z,bb_start_position_x,bb_start_position_y,bb_start_position_z,bb_end_position_x,bb_end_position_y,bb_end_position_z,pt_supervoxel_id,pt_root_id
393520,2020-09-28 22:40:41.975291+00:00,,True,84.75214,238640,143040,27372,,,,,,,97612444901635422,864691135732257977
612925,2020-09-28 22:40:41.976161+00:00,,True,64.325386,359648,139936,23420,,,,,,,114219055674005920,864691135488250938
393554,2020-09-28 22:40:41.977030+00:00,,True,45.158237,245536,135648,27595,,,,,,,98526276503529762,864691135041607833
197144,2020-09-28 22:40:41.977874+00:00,,True,272.03928,145216,191712,20530,,,,,,,84741560914245612,864691136362396642
230014,2020-09-28 22:40:41.978726+00:00,,True,273.49203,160176,185120,19349,,,,,,,86781360941243313,864691135685799607
228090,2020-09-28 22:40:41.979618+00:00,,True,51.319767,153312,175088,20821,,,,,,,85865193078662399,864691136121124221
708948,2020-09-28 22:40:41.980477+00:00,,True,51.033375,383440,208496,17006,,,,,,,0,0
615206,2020-09-28 22:40:41.981333+00:00,,True,42.26351,357184,154560,26354,,,,,,,113869205220402122,864691136194630988
613047,2020-09-28 22:40:41.982376+00:00,,True,242.15977,352688,141616,25312,,,,,,,113234168401651200,864691136065413528
232534,2020-09-28 22:40:41.983248+00:00,,True,52.911964,151792,201744,20932,,,,,,,85657660259018743,864691136205909738
614283,2020-09-28 22:40:41.984119+00:00,,True,256.67273,359872,159168,19470,,,,,,,114221666543894866,864691135474776640
612470,2020-09-28 22:40:41.984981+00:00,,True,207.28316,347904,141936,20706,,,,,,,112600849100101219,864691135699282210
231469,2020-09-28 22:40:41.985808+00:00,,True,31.312609,162656,198816,15136,,,,,,,87134990831514531,864691133123603819
612229,2020-09-28 22:40:41.986669+00:00,,True,246.29805,359600,141952,18186,,,,,,,114219329880699195,864691136224107966
182939,2020-09-28 22:40:41.987522+00:00,,True,59.367916,145632,93200,15257,,,,,,,0,0
215430,2020-09-28 22:40:41.988377+00:00,,True,117.896805,152224,91712,15580,,,,,,,0,0
