id,created,valid,target_id,session,scan_idx,unit_id,field,residual,score,id_ref,created_ref,valid_ref,volume,pt_position_x,pt_position_y,pt_position_z,bb_start_position_x,bb_start_position_y,bb_start_position_z,bb_end_position_x,bb_end_position_y,bb_end_position_z,pt_supervoxel_id,pt_root_id
5491,2024-05-21 18:38:25.372047+00:00,True,335649,6,2,6883,6,7.41244,2.60806,335649,2020-09-28 22:41:20.303372+00:00,True,295.8611,210784,182032,22673,,,,,,,93747454767483710,864691135702330235
12542,2024-05-21 18:42:40.285576+00:00,True,194144,7,4,9575,6,8.55708,-0.7149,194144,2020-09-28 22:42:01.511773+00:00,True,213.30724,136400,170640,17951,,,,,,,83542405709639148,864691135614842827
15097,2024-05-21 18:42:41.703496+00:00,True,194144,8,5,8632,6,4.25055,7.87525,194144,2020-09-28 22:42:01.511773+00:00,True,213.30724,136400,170640,17951,,,,,,,83542405709639148,864691135614842827
12829,2024-05-21 18:42:40.443453+00:00,True,517966,7,5,1526,2,5.8237,4.16608,517966,2020-09-28 22:41:48.288009+00:00,True,313.31894,310944,115888,16752,,,,,,,107530794289274882,864691136966116814
18299,2024-05-21 18:42:43.440278+00:00,True,293318,9,4,8066,6,5.63758,8.91502,293318,2020-09-28 22:45:23.572432+00:00,True,430.1082,189472,119296,26037,,,,,,,90783515419343652,864691135430194992
5389,2024-05-21 18:38:25.314947+00:00,True,488652,6,2,5317,4,4.87698,5.54952,488652,2020-09-28 22:41:44.769373+00:00,True,328.24426,287536,142464,19382,,,,,,,104297405805551073,864691135565621079
9672,2024-05-21 18:42:38.724265+00:00,True,332833,6,7,6413,6,5.27806,7.80804,332833,2020-09-28 22:44:41.864456+00:00,True,274.41873,209328,174304,20004,,,,,,,93535317407139914,864691135387371905
16697,2024-05-21 18:42:42.574526+00:00,True,295460,9,3,7748,6,5.20837,2.99954,295460,2020-09-28 22:41:24.368712+00:00,True,208.61665,185088,157776,15691,,,,,,,90225718084406516,864691135661410544
13589,2024-05-21 18:42:40.867014+00:00,True,585835,7,5,7441,6,11.5041,-8.41839,585835,2020-09-28 22:41:12.649674+00:00,True,325.56287,338864,157856,20916,,,,,,,111336342008911475,864691135349275351
7700,2024-05-21 18:38:26.601613+00:00,True,455044,6,6,3727,4,8.72044,0.52178,455044,2020-09-28 22:44:17.012058+00:00,True,236.62215,266352,131552,16081,,,,,,,101410843782324640,864691137197706305
9013,2024-05-21 18:42:31.410144+00:00,True,455044,6,7,3379,4,4.54381,4.94069,455044,2020-09-28 22:44:17.012058+00:00,True,236.62215,266352,131552,16081,,,,,,,101410843782324640,864691137197706305
4173,2024-05-21 18:38:24.630120+00:00,True,559491,5,7,7100,6,3.27848,9.37382,559491,2020-09-28 22:41:42.606623+00:00,True,393.6887,320896,174496,26538,,,,,,,108875704443621534,864691135661411312
8800,2024-05-21 18:38:27.220461+00:00,True,188516,6,7,1299,2,10.4765,-6.97646,188516,2020-09-28 22:42:11.061225+00:00,True,212.09874,136880,112704,19473,,,,,,,83605009354235707,864691135135145753
10449,2024-05-21 18:42:39.148608+00:00,True,553321,7,3,2288,2,3.79473,10.67347,553321,2020-09-28 22:42:44.766504+00:00,True,369.11285,325216,120608,20258,,,,,,,109501806790703496,864691136602371025
259,2024-05-21 18:38:22.445730+00:00,True,327468,4,7,3035,4,12.4217,2.5528,327468,2020-09-28 22:44:21.461438+00:00,True,245.10693,200560,139264,16831,,,,,,,92334306642923516,864691135842963683
4714,2024-05-21 18:38:24.934839+00:00,True,390821,6,2,2154,2,13.5293,-7.19179,390821,2020-09-28 22:45:11.800245+00:00,True,336.33698,233744,113648,20003,,,,,,,96904839509915568,864691135065322052
1958,2024-05-21 18:38:23.391939+00:00,True,256550,5,6,2243,2,4.62874,4.76337,256550,2020-09-28 22:42:25.921109+00:00,True,391.63165,178448,119968,21422,,,,,,,89305839907142592,864691136953835487
7615,2024-05-21 18:38:26.554112+00:00,True,255487,6,6,2042,2,3.36625,6.70345,255487,2020-09-28 22:45:17.456458+00:00,True,359.3963,167584,104848,26197,,,,,,,87826104085275056,864691135464074909
1363,2024-05-21 18:38:23.061563+00:00,True,360333,5,3,1952,2,5.04467,7.63003,360333,2020-09-28 22:45:10.089236+00:00,True,331.86676,216560,120384,27425,,,,,,,94513196500867187,864691135783544627
1586,2024-05-21 18:38:23.184991+00:00,True,267008,5,3,7019,6,4.30905,3.45963,267008,2020-09-28 22:45:25.180158+00:00,True,479.08963,169216,196416,20820,,,,,,,88049510366229524,864691136313000765
198,2024-05-21 18:38:22.410784+00:00,True,424095,4,7,2891,4,6.93272,0.83573,424095,2020-09-28 22:44:36.068663+00:00,True,265.81534,252688,128016,22116,,,,,,,99510407458353082,864691136923754212
13193,2024-05-21 18:42:40.645692+00:00,True,424095,7,5,4332,4,4.63443,6.30007,424095,2020-09-28 22:44:36.068663+00:00,True,265.81534,252688,128016,22116,,,,,,,99510407458353082,864691136923754212
13786,2024-05-21 18:42:40.976984+00:00,True,424095,8,5,1788,2,3.20329,11.25521,424095,2020-09-28 22:44:36.068663+00:00,True,265.81534,252688,128016,22116,,,,,,,99510407458353082,864691136923754212
11785,2024-05-21 18:42:39.875569+00:00,True,294576,7,4,5439,4,1.79832,11.98658,294576,2020-09-28 22:44:55.293087+00:00,True,296.5653,188320,131408,21605,,,,,,,90644426661199216,864691136389921911
13868,2024-05-21 18:42:41.021446+00:00,True,294576,8,5,2014,2,7.29552,9.20468,294576,2020-09-28 22:44:55.293087+00:00,True,296.5653,188320,131408,21605,,,,,,,90644426661199216,864691136389921911
18984,2024-05-21 18:42:43.813740+00:00,True,294576,9,6,4657,4,5.13445,10.79185,294576,2020-09-28 22:44:55.293087+00:00,True,296.5653,188320,131408,21605,,,,,,,90644426661199216,864691136389921911
11517,2024-05-21 18:42:39.730361+00:00,True,256578,7,4,2673,2,6.22704,1.1311,256578,2020-09-28 22:44:13.681916+00:00,True,230.85744,165328,114000,22174,,,,,,,87475496778176304,864691136619416973
9914,2024-05-21 18:42:38.856716+00:00,True,396066,6,7,6980,6,2.2818,10.6017,396066,2020-09-28 22:41:10.542616+00:00,True,264.59668,245616,166736,16945,,,,,,,98530467048957998,864691136673575047
11224,2024-05-21 18:42:39.571080+00:00,True,464805,7,3,9003,8,7.37705,5.31015,464805,2020-09-28 22:41:40.933097+00:00,True,482.4077,276400,193984,26189,,,,,,,102756235039865583,864691135544785448
15795,2024-05-21 18:42:42.084706+00:00,True,227790,9,3,2533,2,5.66779,7.31941,227790,2020-09-28 22:44:06.507628+00:00,True,217.18712,154320,160640,19029,,,,,,,86004006220087587,864691135577813765
3464,2024-05-21 18:38:24.238180+00:00,True,516758,5,7,2529,2,3.95992,9.18728,516758,2020-09-28 22:41:10.190646+00:00,True,307.9599,310496,110640,19081,,,,,,,107459738685597940,864691136309871706
2669,2024-05-21 18:38:23.791811+00:00,True,462014,5,6,6857,6,6.30886,4.34654,462014,2020-09-28 22:45:24.761754+00:00,True,438.49106,270400,180352,21928,,,,,,,101980322824429100,864691135737772676
4293,2024-05-21 18:38:24.699106+00:00,True,462014,5,7,7489,6,6.14745,4.96245,462014,2020-09-28 22:45:24.761754+00:00,True,438.49106,270400,180352,21928,,,,,,,101980322824429100,864691135737772676
6006,2024-05-21 18:38:25.665649+00:00,True,189004,6,4,1738,2,6.7837,2.56006,189004,2020-09-28 22:45:00.871582+00:00,True,307.17673,132032,112368,22787,,,,,,,82901322315425098,864691135866987798
3601,2024-05-21 18:38:24.315252+00:00,True,456149,5,7,4384,4,3.44939,8.13901,456149,2020-09-28 22:40:58.839136+00:00,True,289.30524,271184,142656,24723,,,,,,,102045675449188892,864691135759371086
6421,2024-05-21 18:38:25.894661+00:00,True,328546,6,4,4299,4,3.99222,4.58609,328546,2020-09-28 22:43:43.775138+00:00,True,302.6949,210240,142528,23071,,,,,,,93671725971086262,864691135013895574
16212,2024-05-21 18:42:42.311464+00:00,True,116028,9,3,5086,4,2.73602,10.47298,116028,2020-09-28 22:41:14.754883+00:00,True,241.04533,109664,163600,17036,,,,,,,79882337525130587,864691135659114626
2454,2024-05-21 18:38:23.671043+00:00,True,296761,5,6,5174,4,1.51758,9.72502,296761,2020-09-28 22:44:15.531111+00:00,True,234.56071,186720,153056,22293,,,,,,,90436206713993499,864691135939049988
634,2024-05-21 18:38:22.658136+00:00,True,554900,4,7,3899,4,4.2702,8.1483,554900,2020-09-28 22:45:17.886089+00:00,True,364.66312,319856,127568,20741,,,,,,,108728644025000535,864691135463695429
2633,2024-05-21 18:38:23.771988+00:00,True,527507,5,6,6776,6,4.76078,7.69322,527507,2020-09-28 22:44:53.518258+00:00,True,293.71515,306656,179552,21952,,,,,,,106906066197448330,864691135841932515
16386,2024-05-21 18:42:42.405101+00:00,True,115907,9,3,5497,4,1.69486,14.39684,115907,2020-09-28 22:40:58.976308+00:00,True,223.7884,113920,163600,16261,,,,,,,80445287344571872,864691135303185575
17364,2024-05-21 18:42:42.934949+00:00,True,106431,9,4,2536,2,8.65083,1.03012,106431,2020-09-28 22:43:14.353734+00:00,True,289.36652,110288,126400,16890,,,,,,,79947689680746397,864691135725228203
17250,2024-05-21 18:42:42.873624+00:00,True,106436,9,4,2212,2,9.08338,2.08502,106436,2020-09-28 22:41:20.272045+00:00,True,315.4261,110768,126704,17166,,,,,,,80018127211293829,864691135133547168
17843,2024-05-21 18:42:43.193317+00:00,True,109717,9,4,5391,4,7.63814,8.40996,109717,2020-09-28 22:43:31.758057+00:00,True,317.98526,113280,128928,19841,,,,,,,80370246145733998,864691137020483694
9462,2024-05-21 18:42:31.667133+00:00,True,489327,6,7,4432,4,2.40335,9.31345,489327,2020-09-28 22:42:58.010849+00:00,True,315.42984,294096,130512,23526,,,,,,,105210619468793475,864691136379765205
18209,2024-05-21 18:42:43.391445+00:00,True,109157,9,4,7830,6,5.69976,2.01372,109157,2020-09-28 22:40:59.254780+00:00,True,256.9986,111984,133232,16471,,,,,,,80159689266059397,864691135233954137
18182,2024-05-21 18:42:43.377008+00:00,True,109133,9,4,7759,6,12.6617,-6.95123,109133,2020-09-28 22:44:18.907692+00:00,True,239.71857,107680,130560,15970,,,,,,,79596395648136412,864691135526839899
14398,2024-05-21 18:42:41.316261+00:00,True,109255,8,5,5129,4,7.48627,-2.41007,109255,2020-09-28 22:41:57.458376+00:00,True,257.7698,114080,141136,17008,,,,,,,80442263821558021,864691136324904087
17222,2024-05-21 18:42:42.858515+00:00,True,109227,9,4,2100,2,3.56707,5.99326,109227,2020-09-28 22:45:01.059105+00:00,True,308.02673,108624,129984,16824,,,,,,,79737064484508999,864691134989722746
4751,2024-05-21 18:38:24.955386+00:00,True,390011,6,2,2262,2,1.93828,6.04061,390011,2020-09-28 22:45:19.719082+00:00,True,377.27567,243232,104192,26468,,,,,,,98170240760207669,864691135494448016
3340,2024-05-21 18:38:24.168289+00:00,True,389773,5,7,2171,2,10.4787,-0.6786,389773,2020-09-28 22:42:01.880236+00:00,True,319.6081,240816,109040,24200,,,,,,,97889383990111952,864691136330207722
17124,2024-05-21 18:42:42.805514+00:00,True,389773,9,4,1747,2,6.06714,5.97406,389773,2020-09-28 22:42:01.880236+00:00,True,319.6081,240816,109040,24200,,,,,,,97889383990111952,864691136330207722
7162,2024-05-21 18:38:26.303349+00:00,True,587437,6,4,7483,6,9.3524,4.2776,587437,2020-09-28 22:45:19.393896+00:00,True,371.92776,340320,169072,19614,,,,,,,111548959935396631,864691135292343990
16040,2024-05-21 18:42:42.217294+00:00,True,458010,9,3,4609,4,1.9548,9.1118,458010,2020-09-28 22:42:11.508305+00:00,True,250.84018,277808,150592,23617,,,,,,,102961499781319724,864691136195216460
5260,2024-05-21 18:38:25.242681+00:00,True,424700,6,2,5005,4,1.65629,8.08832,424700,2020-09-28 22:42:41.435099+00:00,True,355.84344,249008,143072,26779,,,,,,,99019888437449423,864691135463090077
6569,2024-05-21 18:38:25.976657+00:00,True,489554,6,4,4671,4,7.43675,-0.55932,489554,2020-09-28 22:45:21.168937+00:00,True,386.0842,287520,134784,26175,,,,,,,104296375952447846,864691135416661690
12402,2024-05-21 18:42:40.208397+00:00,True,457447,7,4,9229,6,6.74825,0.82918,457447,2020-09-28 22:41:20.649956+00:00,True,307.4646,269920,159344,20254,,,,,,,101907136380311435,864691134940425315
8641,2024-05-21 18:38:27.130737+00:00,True,590575,6,6,8326,8,14.5448,-1.0268,590575,2020-09-28 22:42:42.737853+00:00,True,330.06815,335520,195632,20257,,,,,,,110919214717821867,864691136991031445
16498,2024-05-21 18:42:42.465408+00:00,True,490669,9,3,5774,4,4.82849,3.66745,490669,2020-09-28 22:44:48.288091+00:00,True,285.57443,290960,151696,19193,,,,,,,104791223965116502,864691135684176114
1646,2024-05-21 18:38:23.218644+00:00,True,560872,5,3,7280,6,6.58178,6.18462,560872,2020-09-28 22:45:09.795272+00:00,True,329.60004,324096,181696,22339,,,,,,,109298878444353280,864691135954810888
1505,2024-05-21 18:38:23.140386+00:00,True,458527,5,3,5457,4,7.53316,2.25715,458527,2020-09-28 22:44:29.049325+00:00,True,256.3367,275424,151888,26776,,,,,,,102609862621615818,864691135275203557
5007,2024-05-21 18:38:25.100439+00:00,True,329954,6,2,4444,4,0.932279,14.866821,329954,2020-09-28 22:43:54.081353+00:00,True,174.71701,208096,148896,18072,,,,,,,93391143676653345,864691136489055762
5176,2024-05-21 18:38:25.195208+00:00,True,296628,6,2,4830,4,1.47088,13.83432,296628,2020-09-28 22:45:11.969751+00:00,True,337.3949,185568,148912,21272,,,,,,,90294919335597425,864691135640325435
3491,2024-05-21 18:38:24.253238+00:00,True,653566,5,7,4119,4,6.58717,2.09733,653566,2020-09-28 22:44:59.551449+00:00,True,305.68924,365200,131488,22881,,,,,,,114992012281210258,864691135926647252
7515,2024-05-21 18:38:26.498392+00:00,True,255316,6,6,1734,2,5.22712,4.60562,255316,2020-09-28 22:45:09.960429+00:00,True,330.9116,172848,107536,23740,,,,,,,88530134788999226,864691135619077263
6484,2024-05-21 18:38:25.930142+00:00,True,191609,6,4,4468,4,9.59442,-0.12718,191609,2020-09-28 22:42:52.366733+00:00,True,242.95949,146016,148432,15075,,,,,,,84876456509046687,864691135292589750
3823,2024-05-21 18:38:24.437354+00:00,True,191644,5,7,4986,4,3.9825,6.2489,191644,2020-09-28 22:40:51.265571+00:00,True,260.14352,133360,154928,16469,,,,,,,83118131459014764,864691135816635983
4805,2024-05-21 18:38:24.985736+00:00,True,152685,6,2,2410,2,12.3686,-9.87972,152685,2020-09-28 22:43:20.101618+00:00,True,292.66855,119184,120816,15615,,,,,,,81143202283070205,864691136264144612
11447,2024-05-21 18:42:39.692591+00:00,True,152685,7,4,2388,2,12.0602,-8.3787,152685,2020-09-28 22:43:20.101618+00:00,True,292.66855,119184,120816,15615,,,,,,,81143202283070205,864691136264144612
2324,2024-05-21 18:38:23.595267+00:00,True,191555,5,6,4829,4,6.9341,7.0495,191555,2020-09-28 22:42:20.830898+00:00,True,245.05122,137280,156512,15649,,,,,,,83681287436881643,864691135940469158
17339,2024-05-21 18:42:42.921233+00:00,True,188366,9,4,2468,2,3.49913,7.88597,188366,2020-09-28 22:41:20.584362+00:00,True,277.35556,146608,125440,17707,,,,,,,84943733212460453,864691135684829170
5397,2024-05-21 18:38:25.319927+00:00,True,191631,6,2,5335,4,6.65469,4.94161,191631,2020-09-28 22:44:26.702805+00:00,True,252.33833,131456,152960,16001,,,,,,,82836381537330031,864691135577818373
2486,2024-05-21 18:38:23.688872+00:00,True,191722,5,6,5242,4,8.10649,6.48141,191722,2020-09-28 22:44:28.665476+00:00,True,255.20341,141488,156176,15831,,,,,,,84244168671023415,864691135594375979
3815,2024-05-21 18:38:24.433065+00:00,True,191648,5,7,4968,4,7.99237,0.40723,191648,2020-09-28 22:44:43.631397+00:00,True,276.72296,135056,154400,16206,,,,,,,83329168905233092,864691135591726347
5324,2024-05-21 18:38:25.278600+00:00,True,191678,6,2,5152,4,11.4394,2.952,191678,2020-09-28 22:45:01.060467+00:00,True,308.02756,136768,151280,15866,,,,,,,83610231498191653,864691136451805439
6500,2024-05-21 18:38:25.938886+00:00,True,191685,6,4,4499,4,7.65305,-1.12401,191685,2020-09-28 22:44:04.403650+00:00,True,212.33467,137088,149536,16055,,,,,,,83609956687024664,864691135361193287
5117,2024-05-21 18:38:25.162138+00:00,True,191646,6,2,4692,4,8.89493,-5.63181,191646,2020-09-28 22:44:35.913457+00:00,True,265.35,134752,152128,16109,,,,,,,83328825307762308,864691136746178532
6483,2024-05-21 18:38:25.929612+00:00,True,191587,6,4,4466,4,4.36492,5.91508,191587,2020-09-28 22:43:25.605666+00:00,True,263.00433,141920,149360,15603,,,,,,,84313644061767481,864691136051479539
3966,2024-05-21 18:38:24.516354+00:00,True,191730,5,7,5294,4,15.288,-5.71915,191730,2020-09-28 22:43:04.549078+00:00,True,294.2178,143760,151552,16326,,,,,,,84525025239520258,864691136143415348
9214,2024-05-21 18:42:31.526920+00:00,True,191732,6,7,3853,4,6.55304,0.2761,191732,2020-09-28 22:42:00.053463+00:00,True,251.21703,143648,145200,16425,,,,,,,84524200672443223,864691135492190047
6498,2024-05-21 18:38:25.937818+00:00,True,191545,6,4,4495,4,3.71422,7.82138,191545,2020-09-28 22:44:36.082999+00:00,True,265.86514,135200,149088,15411,,,,,,,83328412923563904,864691135810264268
8045,2024-05-21 18:38:26.797434+00:00,True,191709,6,6,4539,4,6.68942,2.03277,191709,2020-09-28 22:44:45.875743+00:00,True,280.85764,139296,147152,16035,,,,,,,83891156785813493,864691135349171415
7976,2024-05-21 18:38:26.759604+00:00,True,191629,6,6,4374,4,3.58297,7.56523,191629,2020-09-28 22:44:47.533387+00:00,True,283.0441,131088,148336,15891,,,,,,,82765394317726655,864691136437278110
15623,2024-05-21 18:42:41.990490+00:00,True,191642,9,3,2172,2,4.40952,8.70118,191642,2020-09-28 22:42:13.416059+00:00,True,244.12045,133600,159264,15874,,,,,,,83118681147591731,864691136091843252
9334,2024-05-21 18:42:31.595036+00:00,True,191862,6,7,4137,4,8.60773,4.58107,191862,2020-09-28 22:44:40.172857+00:00,True,272.11923,131600,146192,17347,,,,,,,82835488318707600,864691135810608076
3776,2024-05-21 18:38:24.411368+00:00,True,191785,5,7,4871,4,6.89578,0.3847,191785,2020-09-28 22:44:06.218089+00:00,True,216.00108,136512,154880,16796,,,,,,,83540343924415366,864691135257104047
9227,2024-05-21 18:42:31.534372+00:00,True,191791,6,7,3882,4,8.92392,11.29378,191791,2020-09-28 22:44:17.657797+00:00,True,238.58987,137424,145328,16993,,,,,,,83679775809497914,864691135398047265
3734,2024-05-21 18:38:24.388385+00:00,True,191819,5,7,4765,4,9.11231,0.33318,191819,2020-09-28 22:44:17.058307+00:00,True,236.77583,141104,154320,16527,,,,,,,84173593902256910,864691135571803629
5354,2024-05-21 18:38:25.295442+00:00,True,191819,6,2,5234,4,6.97737,-2.05661,191819,2020-09-28 22:44:17.058307+00:00,True,236.77583,141104,154320,16527,,,,,,,84173593902256910,864691135571803629
6485,2024-05-21 18:38:25.930689+00:00,True,191746,6,4,4469,4,7.08473,2.70362,191746,2020-09-28 22:41:16.426935+00:00,True,279.2325,145632,148752,16435,,,,,,,84806156685504081,864691136137672061
6499,2024-05-21 18:38:25.938357+00:00,True,191780,6,4,4498,4,8.5485,-3.10781,191780,2020-09-28 22:44:15.409723+00:00,True,234.1639,134480,149232,16653,,,,,,,83258113033315111,864691136380522453
9265,2024-05-21 18:42:31.556172+00:00,True,191825,6,7,3972,4,9.56415,2.23865,191825,2020-09-28 22:44:11.522399+00:00,True,226.00581,142064,145504,16807,,,,,,,84313094440405841,864691136837343204
2348,2024-05-21 18:38:23.608457+00:00,True,191788,5,6,4906,4,3.99682,11.10418,191788,2020-09-28 22:44:19.059143+00:00,True,240.23221,137168,158000,16877,,,,,,,83611124985563243,864691136176201990
389,2024-05-21 18:38:22.519771+00:00,True,191864,4,7,3307,4,5.69337,2.47569,191864,2020-09-28 22:41:00.869908+00:00,True,286.28714,132096,144272,17798,,,,,,,82905582252012210,864691135469098066
6776,2024-05-21 18:38:26.090964+00:00,True,191770,6,4,5106,4,6.44226,-2.38277,191770,2020-09-28 22:44:26.440548+00:00,True,251.50768,131712,149488,16512,,,,,,,82906269312274140,864691135859399528
15614,2024-05-21 18:42:41.985514+00:00,True,191822,9,3,2141,2,6.64468,0.75846,191822,2020-09-28 22:42:54.623021+00:00,True,242.45584,140976,158688,16627,,,,,,,84174143658190246,864691136522579345
9241,2024-05-21 18:42:31.542351+00:00,True,191861,6,7,3916,4,1.96727,6.97102,191861,2020-09-28 22:43:38.148803+00:00,True,299.5757,131632,148000,17887,,,,,,,82906063288441810,864691135270385061
5407,2024-05-21 18:38:25.325395+00:00,True,191771,6,2,5376,4,11.1248,-4.29985,191771,2020-09-28 22:43:55.586495+00:00,True,179.0953,131776,151696,16615,,,,,,,82906544190294759,864691135345970335
6613,2024-05-21 18:38:26.000814+00:00,True,191831,6,4,4767,4,7.39469,4.11491,191831,2020-09-28 22:44:53.501687+00:00,True,293.66617,143520,149392,16873,,,,,,,84524750428760938,864691135270463909
6804,2024-05-21 18:38:26.106326+00:00,True,191811,6,4,5186,4,6.16174,4.97036,191811,2020-09-28 22:44:36.334004+00:00,True,266.71774,140048,150576,16560,,,,,,,84032306658140036,864691135346123935
6662,2024-05-21 18:38:26.028320+00:00,True,191773,6,4,4852,4,3.21885,7.07975,191773,2020-09-28 22:44:17.579843+00:00,True,238.40146,132512,150848,16934,,,,,,,82976844281901566,864691135257091247
5103,2024-05-21 18:38:25.154319+00:00,True,191847,6,2,4666,4,6.3589,8.2881,191847,2020-09-28 22:41:44.267309+00:00,True,254.01164,145616,151728,16953,,,,,,,84806500350023795,864691135582500973
5118,2024-05-21 18:38:25.162683+00:00,True,191782,6,2,4693,4,9.97233,-3.51502,191782,2020-09-28 22:44:24.585615+00:00,True,248.68192,134624,151984,16663,,,,,,,83258456630729968,864691135065895492
6486,2024-05-21 18:38:25.931222+00:00,True,191829,6,4,4470,4,3.37992,8.62468,191829,2020-09-28 22:44:11.632693+00:00,True,226.5632,142880,150608,16536,,,,,,,84384150378997436,864691135582562669
2362,2024-05-21 18:38:23.616540+00:00,True,191844,5,6,4934,4,6.22698,7.38162,191844,2020-09-28 22:41:23.910748+00:00,True,268.71774,145376,156208,16931,,,,,,,84736750081091751,864691136724488189
3913,2024-05-21 18:38:24.486766+00:00,True,191844,5,7,5168,4,4.712,6.1433,191844,2020-09-28 22:41:23.910748+00:00,True,268.71774,145376,156208,16931,,,,,,,84736750081091751,864691136724488189
4674,2024-05-21 18:38:24.911657+00:00,True,188958,6,2,2010,2,12.2831,-5.49195,188958,2020-09-28 22:45:07.975946+00:00,True,324.1717,142752,114800,22336,,,,,,,84379340753991200,864691135566662679
11491,2024-05-21 18:42:39.716335+00:00,True,188958,7,4,2581,2,10.8934,-2.82468,188958,2020-09-28 22:45:07.975946+00:00,True,324.1717,142752,114800,22336,,,,,,,84379340753991200,864691135566662679
18161,2024-05-21 18:42:43.365570+00:00,True,188963,9,4,7714,6,4.10795,6.53465,188963,2020-09-28 22:40:49.337886+00:00,True,302.74094,143472,126448,21859,,,,,,,84521658723263540,864691135347117727
18162,2024-05-21 18:42:43.366099+00:00,True,188961,9,4,7715,6,6.31177,2.43999,188961,2020-09-28 22:43:43.288498+00:00,True,307.0419,143616,126064,22274,,,,,,,84521590070766232,864691135939008565
5104,2024-05-21 18:38:25.154850+00:00,True,191976,6,2,4668,4,2.92156,11.58644,191976,2020-09-28 22:40:51.153609+00:00,True,232.67393,146944,153216,17979,,,,,,,84947444131025378,864691135503531957
7874,2024-05-21 18:38:26.702921+00:00,True,191899,6,6,4173,4,4.13175,7.96995,191899,2020-09-28 22:44:15.485379+00:00,True,234.40688,136944,148736,17631,,,,,,,83609888168897444,864691136663005918
17672,2024-05-21 18:42:43.101059+00:00,True,189019,9,4,4909,4,6.36863,4.00867,189019,2020-09-28 22:44:58.991466+00:00,True,303.279,132768,122752,22975,,,,,,,83043434193495044,864691135583703160
8133,2024-05-21 18:38:26.846338+00:00,True,191930,6,6,4732,4,14.1903,-1.9844,191930,2020-09-28 22:44:32.405047+00:00,True,260.6057,141712,145600,17317,,,,,,,84242725763337439,864691135208710009
9392,2024-05-21 18:42:31.627881+00:00,True,191930,6,7,4265,4,8.28039,2.55301,191930,2020-09-28 22:44:32.405047+00:00,True,260.6057,141712,145600,17317,,,,,,,84242725763337439,864691135208710009
5369,2024-05-21 18:38:25.303838+00:00,True,192001,6,2,5273,4,2.67121,6.84281,192001,2020-09-28 22:44:19.216065+00:00,True,240.77205,132992,155456,18498,,,,,,,83047831702715939,864691136021058296
3911,2024-05-21 18:38:24.485686+00:00,True,191932,5,7,5166,4,2.64945,8.00625,191932,2020-09-28 22:44:15.399475+00:00,True,234.09639,141936,156848,17631,,,,,,,84314606402849914,864691136090997815
6564,2024-05-21 18:38:25.973923+00:00,True,192008,6,4,4658,4,6.94649,4.63661,192008,2020-09-28 22:44:38.059880+00:00,True,268.68448,133488,151328,18382,,,,,,,83117650624419734,864691136926977610
8094,2024-05-21 18:38:26.824969+00:00,True,192008,6,6,4636,4,2.88811,9.18729,192008,2020-09-28 22:44:38.059880+00:00,True,268.68448,133488,151328,18382,,,,,,,83117650624419734,864691136926977610
3963,2024-05-21 18:38:24.514723+00:00,True,192011,5,7,5289,4,3.40839,7.63891,192011,2020-09-28 22:41:06.369220+00:00,True,195.77635,133328,158352,18748,,,,,,,83118544044565448,864691134989251194
6501,2024-05-21 18:38:25.939432+00:00,True,191904,6,4,4500,4,2.18831,11.81289,191904,2020-09-28 22:44:14.116760+00:00,True,232.74258,137520,151456,17294,,,,,,,83680600443580831,864691135404631790
2379,2024-05-21 18:38:23.625879+00:00,True,191898,5,6,4980,4,4.25912,6.61538,191898,2020-09-28 22:41:44.496077+00:00,True,198.94682,136640,158352,17775,,,,,,,83540756375457164,864691136423704367
8130,2024-05-21 18:38:26.844688+00:00,True,191921,6,6,4727,4,3.8636,12.6525,191921,2020-09-28 22:43:41.907060+00:00,True,284.87238,139696,149840,17894,,,,,,,83961869329019863,864691136419355287
5119,2024-05-21 18:38:25.163230+00:00,True,191894,6,2,4695,4,3.81515,10.58525,191894,2020-09-28 22:44:21.329167+00:00,True,244.67194,136224,154560,17694,,,,,,,83469906594864467,864691135503288642
7463,2024-05-21 18:38:26.469055+00:00,True,189040,6,6,1585,2,4.70177,4.17792,189040,2020-09-28 22:45:06.267852+00:00,True,320.28558,137840,111072,22968,,,,,,,83745541087332292,864691135455103338
2420,2024-05-21 18:38:23.650790+00:00,True,191973,5,6,5086,4,6.5034,7.4224,191973,2020-09-28 22:41:08.267956+00:00,True,180.94456,145424,156576,17232,,,,,,,84736818800914845,864691136108701880
3736,2024-05-21 18:38:24.389472+00:00,True,191973,5,7,4767,4,4.29262,3.84138,191973,2020-09-28 22:41:08.267956+00:00,True,180.94456,145424,156576,17232,,,,,,,84736818800914845,864691136108701880
5285,2024-05-21 18:38:25.256618+00:00,True,191989,6,2,5056,4,2.12715,5.84333,191989,2020-09-28 22:43:58.070931+00:00,True,193.92462,130992,156096,18415,,,,,,,82766425378895436,864691135575132958
9226,2024-05-21 18:42:31.533808+00:00,True,191875,6,7,3881,4,14.1175,-1.92,191875,2020-09-28 22:44:42.470517+00:00,True,276.30045,133440,145120,17528,,,,,,,83116825923213577,864691135526807899
6487,2024-05-21 18:38:25.931750+00:00,True,191968,6,4,4471,4,9.35031,5.33389,191968,2020-09-28 22:44:04.496717+00:00,True,212.86961,144960,152608,17512,,,,,,,84736269111967958,864691135658800770
