neuron_id,brain_area,layer,cell_type,pref_ori,gOSI,x,y,z,out_degree,in_degree,out_strength,in_strength
864691136239902780,V1,L4,4P,2.740056,0.229432,711.3124528540014,298.75423604420183,847.6400000000002,2,3,15748.0,9956.0
864691135990004992,V1,L4,4P,6.2353477,0.225364,645.798152070368,314.73710815254395,813.2000000000003,2,3,13352.0,14412.0
864691136120159768,V1,L4,4P,165.12112,0.229384,536.8287076788741,297.23720286682567,794.3200000000003,3,3,13300.0,21424.0
864691136239980604,V1,L4,4P,103.25487,0.333321,640.1484799360874,309.55297960715365,848.8400000000003,4,2,36700.0,12920.0
864691135430275120,V1,L4,4P,105.61316,0.618711,580.128939750283,303.85223896363766,826.1600000000002,0,2,0.0,14912.0
864691135124603687,V1,L4,4P,89.655136,0.334125,629.6684322070811,301.5692025813497,888.0400000000003,1,6,3060.0,24036.0
864691135357351375,V1,L4,4P,102.44814,0.354161,685.8649835699965,307.6421642077072,875.4000000000002,2,11,9532.0,119944.0
864691135562004193,V1,L4,4P,99.98041,0.199757,638.5744814715003,308.45160554105354,821.2000000000003,5,2,37924.0,13592.0
864691135942924148,V1,L4,4P,100.96892,0.409572,804.5163637578535,301.12651938031945,946.7600000000002,2,5,28880.0,24612.0
864691135499707667,V1,L4,4P,144.81436,0.53289,701.4571374890104,283.62973542247636,911.3600000000002,8,0,31024.0,0.0
864691136523335057,V1,L4,4P,1.3409562,0.397184,782.6239673893854,297.2838487925791,874.1600000000002,3,3,7144.0,25632.0
864691136010639022,V1,L4,4P,69.37931,0.289222,683.7655867156856,288.31363884108623,940.3200000000003,4,9,18976.0,48988.0
864691135477469352,V1,L4,4P,84.41945,0.515986,485.80943533926114,314.2312477630943,825.3200000000003,0,0,0.0,0.0
864691136524297617,V1,L4,4P,96.32609,0.409412,702.2757693403511,297.7708952720775,832.4400000000003,0,4,0.0,30596.0
864691135386963541,V1,L4,4P,165.03133,0.172266,800.7444147966332,304.58694031337797,936.0800000000003,3,5,10852.0,38020.0
864691135764015926,V1,L4,4P,24.56083,0.162675,775.1501264052503,297.52939500791075,999.7200000000003,0,2,0.0,5996.0
