pre_neuron_id,post_neuron_id,n_synapses
864691135763941174,864691135164772653,1
864691135763941174,864691135619756943,1
864691135763941174,864691135750307881,1
864691135763941174,864691135927494158,1
864691135763941174,864691136022520056,1
864691135763941174,864691136034084795,1
864691135763941174,864691136137293195,1
864691135763941174,864691136330101226,1
864691135763941174,864691137021264750,1
864691136488446226,864691135774389755,1
864691135694415551,864691134948788476,1
864691135694415551,864691135060651419,1
864691135694415551,864691135209432185,1
864691135694415551,864691135295165196,1
864691135694415551,864691135325071004,1
864691135694415551,864691135398805281,1
864691135694415551,864691135455507818,1
864691135694415551,864691135478316200,1
864691135694415551,864691135493149927,1
864691135694415551,864691135493620831,1
864691135694415551,864691135493686111,1
864691135694415551,864691135496381840,1
864691135694415551,864691135577749022,1
864691135694415551,864691135685087474,1
864691135694415551,864691135725920939,1
864691135694415551,864691135774053371,1
864691135694415551,864691135774294603,1
864691135694415551,864691135774389755,1
864691135694415551,864691135839950227,1
864691135694415551,864691135858273326,1
864691135694415551,864691135877825107,1
864691135694415551,864691135939008565,1
864691135694415551,864691135947258916,1
864691135694415551,864691135976063855,1
864691135694415551,864691136042982742,1
864691135694415551,864691136111559352,1
864691135694415551,864691136195798504,1
864691135694415551,864691136238679567,1
864691135694415551,864691136314491965,1
864691135694415551,864691136618795227,1
864691135694415551,864691136976001308,1
864691135694415551,864691137055712630,1
864691135398817569,864691135447540882,1
864691135398817569,864691135585266808,1
864691135398817569,864691135662408944,1
864691135398817569,864691135774179147,1
864691135398817569,864691136195798504,1
864691135398817569,864691136603811281,1
864691134942472035,864691135387690069,1
864691134942472035,864691135397982753,1
864691134942472035,864691135502885954,1
864691134942472035,864691135504327861,1
864691134942472035,864691135562798817,1
864691134942472035,864691135562842337,1
864691134942472035,864691135566168599,1
864691134942472035,864691135584629613,1
864691134942472035,864691135619756943,1
864691134942472035,864691135717163802,1
864691134942472035,864691135732210873,1
864691134942472035,864691135741524587,1
864691134942472035,864691135750649129,1
864691134942472035,864691135849088094,1
864691134942472035,864691135853198023,1
864691134942472035,864691135885911920,1
864691134942472035,864691136013367715,1
864691134942472035,864691136022520056,1
864691134942472035,864691136092725684,1
864691134942472035,864691136107283417,1
864691134942472035,864691136211385020,1
864691134942472035,864691136389688695,1
864691134942472035,864691136420195223,1
864691134942472035,864691136452609023,1
864691134942472035,864691136991202453,1
864691136228491601,864691134919869706,1
864691136228491601,864691135102433056,1
864691136228491601,864691135274816017,1
864691136228491601,864691135340055782,1
864691136228491601,864691135384344043,1
864691136228491601,864691135455400554,1
864691136228491601,864691135465343045,1
864691136228491601,864691135640297787,1
864691136228491601,864691135727790911,1
864691136228491601,864691135743102827,1
864691136228491601,864691135751110185,1
864691136228491601,864691135810905036,1
864691136228491601,864691135954393891,1
864691136228491601,864691136010639022,1
864691136228491601,864691136033227451,1
864691136228491601,864691136119885080,1
864691136228491601,864691136137237899,1
864691136228491601,864691136523335057,1
864691136228491601,864691136675875719,1
864691136228491601,864691136742067804,1
864691135468161164,864691135416233914,1
864691135849088094,864691135362104647,1
864691135849088094,864691135479833030,1
864691135849088094,864691135810466333,1
864691135849088094,864691135975824495,1
864691135849088094,864691136967703758,1
864691135849088094,864691136991390869,1
864691135616363211,864691135519106442,1
864691135616363211,864691135610877191,1
864691135616363211,864691135724393131,1
864691135616363211,864691135801604706,1
864691135616363211,864691135937286404,1
864691135616363211,864691135952121379,1
864691135616363211,864691136578820884,1
864691135518989962,864691135430346544,1
864691135518989962,864691135473383730,1
864691135518989962,864691135479833030,1
864691135518989962,864691135502885954,1
864691135518989962,864691135577644574,1
864691135518989962,864691135656578242,1
864691135518989962,864691135731889337,1
864691135518989962,864691135741524587,1
864691135518989962,864691135810308125,1
864691135518989962,864691135849426270,1
864691135518989962,864691136013367715,1
864691135518989962,864691136389688695,1
864691135518989962,864691136391042167,1
864691135518989962,864691136437631902,1
864691135518989962,864691136602371025,1
864691135877951571,864691135271038885,1
864691135877951571,864691135342958789,1
864691135877951571,864691135493686111,1
864691135877951571,864691135504168285,1
864691135877951571,864691135504203357,1
864691135877951571,864691135567059223,1
864691135877951571,864691135584008045,1
864691135877951571,864691135698211994,1
864691135877951571,864691135725748139,1
864691135877951571,864691135757083346,1
864691135877951571,864691136336107187,1
864691135877951571,864691136452609023,1
864691135877951571,864691136603811281,1
864691136239108156,864691135493686111,1
864691136239108156,864691136314491965,1
864691136239108156,864691136675875719,1
864691136210344892,864691135134695328,1
864691136210344892,864691135358995288,1
864691136210344892,864691135517531786,1
864691136210344892,864691135518453642,1
864691136210344892,864691136298045979,1
864691136210344892,864691136311106650,1
864691136006519498,864691135258642863,1
864691136006519498,864691135271038885,1
864691136006519498,864691135339600102,1
864691136006519498,864691135340055782,1
864691136006519498,864691135342958789,1
864691136006519498,864691135375107272,1
864691136006519498,864691135469753426,1
864691136006519498,864691135518173395,1
864691136006519498,864691135540440178,1
864691136006519498,864691135546902056,1
864691136006519498,864691135727790911,1
864691136006519498,864691135774294603,1
864691136006519498,864691135839932307,1
864691136006519498,864691135839950227,1
864691136006519498,864691135919956656,1
864691136006519498,864691136034011579,1
864691136006519498,864691136125440038,1
864691136006519498,864691136425073455,1
864691136006519498,864691136438717086,1
864691136006519498,864691136991202453,1
864691135954393891,864691135258642863,1
864691135954393891,864691135325487004,1
864691135954393891,864691135340055782,1
864691135954393891,864691135386963541,1
864691135954393891,864691135493149927,1
864691135954393891,864691135576881950,1
864691135954393891,864691135592830731,1
864691135954393891,864691135656674242,1
864691135954393891,864691135717457946,1
864691135954393891,864691135810466333,1
864691135954393891,864691135857993774,1
864691135954393891,864691135868466710,1
864691135954393891,864691135977309763,1
864691135954393891,864691136006519498,1
864691135954393891,864691136118370724,1
864691135954393891,864691136137794941,1
864691135954393891,864691136380757461,1
864691135954393891,864691136425073455,1
864691135954393891,864691136453419007,1
864691135954393891,864691136523216017,1
864691135954393891,864691136675427975,1
864691135954393891,864691136905758130,1
864691136120663064,864691135209369465,1
864691135294520844,864691134919869706,1
864691135294520844,864691135258642863,1
864691135294520844,864691135360482392,1
864691135294520844,864691135455507818,1
864691135294520844,864691135585266808,1
864691135294520844,864691135618505065,1
864691135294520844,864691135640398651,1
864691135294520844,864691135750958889,1
864691135294520844,864691135774053371,1
864691135294520844,864691135885911920,1
864691135294520844,864691136011684526,1
864691135294520844,864691136034011579,1
864691135294520844,864691136101340021,1
864691135294520844,864691136228491601,1
864691135294520844,864691136424439855,1
864691135398805281,864691135258642863,1
864691135398805281,864691135466158917,1
864691135398805281,864691135503182685,1
864691135398805281,864691135562975969,1
864691135398805281,864691135573276197,1
864691135398805281,864691135583223405,1
864691135398805281,864691135655390658,1
864691135398805281,864691135739587697,1
864691135398805281,864691135865648254,1
864691135398805281,864691135866576604,1
864691135398805281,864691136041575422,1
864691135398805281,864691136091634487,1
864691135398805281,864691136111559352,1
864691135398805281,864691136144674612,1
864691135398805281,864691136177629702,1
864691135398805281,864691136330101226,1
864691135398805281,864691136373008520,1
864691135398805281,864691136437631902,1
864691135398805281,864691136484732972,1
864691135398805281,864691136674749575,1
864691136275364365,864691135848030814,1
864691135518173395,864691134942472035,1
864691135518173395,864691134966114591,1
864691135518173395,864691135060651419,1
864691135518173395,864691135214931072,1
864691135518173395,864691135294442678,1
864691135518173395,864691135336055529,1
864691135518173395,864691135398805281,1
864691135518173395,864691135464928318,1
864691135518173395,864691135465932357,1
864691135518173395,864691135577749022,1
864691135518173395,864691135582973549,1
864691135518173395,864691135617152361,1
864691135518173395,864691135656674242,1
864691135518173395,864691135717457946,1
864691135518173395,864691135839950227,1
864691135518173395,864691135843242211,1
864691135518173395,864691135858273326,1
864691135518173395,864691135939049988,1
864691135518173395,864691135970180709,1
864691135518173395,864691135990004992,1
864691135518173395,864691136040834558,1
864691135518173395,864691136091074615,1
864691135518173395,864691136137237899,1
864691135518173395,864691136195798504,1
864691135518173395,864691136274655166,1
864691135518173395,864691136311059034,1
864691135518173395,864691136314491965,1
864691135518173395,864691136330407914,1
864691135518173395,864691136336107187,1
864691135518173395,864691136372047496,1
864691135518173395,864691136390788215,1
864691135518173395,864691136618795227,1
864691135518173395,864691136674744199,1
864691135518173395,864691136968542926,1
864691136905758130,864691135060727707,1
864691136905758130,864691135324623260,1
864691136905758130,864691135362104647,1
864691136905758130,864691135386963541,1
864691136905758130,864691135398817569,1
864691136905758130,864691135448215698,1
864691136905758130,864691135572346349,1
864691136905758130,864691135583223405,1
864691136905758130,864691135617152361,1
864691136905758130,864691135739689073,1
864691136905758130,864691135843242211,1
864691136905758130,864691135867644805,1
864691136905758130,864691135970226021,1
864691136905758130,864691136010639022,1
864691136905758130,864691136137834877,1
864691136905758130,864691136274655166,1
864691136905758130,864691136664950750,1
864691136905758130,864691136674744199,1
864691135462420637,864691135134155168,1
864691135462420637,864691135975633475,1
864691135462420637,864691136380264149,1
864691135566945559,864691135571192966,1
864691135274816017,864691134966714655,1
864691135274816017,864691135060882843,1
864691135274816017,864691135340055782,1
864691135274816017,864691135351096279,1
864691135274816017,864691135368949241,1
864691135274816017,864691135587519868,1
864691135274816017,864691135640297787,1
864691135274816017,864691135741963627,1
864691135274816017,864691135977666883,1
864691135274816017,864691136125457446,1
864691135274816017,864691136228491601,1
864691135274816017,864691136274655166,1
864691135274816017,864691136288644291,1
864691135274816017,864691136311106650,1
864691135274816017,864691136438666398,1
864691135274816017,864691136445557123,1
864691135274816017,864691136905560754,1
864691135496333968,864691135059143323,1
864691135496333968,864691135416233914,1
864691135496333968,864691135463695429,1
864691135496333968,864691135511802576,1
864691135496333968,864691135755197133,1
864691135496333968,864691135989817088,1
864691135496333968,864691136176327430,1
864691135496333968,864691136227484753,1
864691135496333968,864691136275031565,1
864691135867644805,864691135304679079,1
864691135867644805,864691135582973549,1
864691135867644805,864691135750642473,1
864691135867644805,864691136437631902,1
864691135867644805,864691136618795227,1
864691135867644805,864691136674495623,1
864691136904488114,864691135184104194,1
864691136904488114,864691135272069285,1
864691136904488114,864691135294480310,1
864691136904488114,864691135476495936,1
864691136904488114,864691135480916422,1
864691136904488114,864691135503182685,1
864691136904488114,864691135586724220,1
864691136904488114,864691135587532924,1
864691136904488114,864691135593133067,1
864691136904488114,864691135849088094,1
864691136904488114,864691135849426270,1
864691136904488114,864691136022520056,1
864691136904488114,864691136135963787,1
864691136904488114,864691136137794941,1
864691136904488114,864691136905560754,1
864691136904488114,864691136991390869,1
864691134966710559,864691134887026938,1
864691134966710559,864691134989865338,1
864691134966710559,864691135015652246,1
864691134966710559,864691135157994084,1
864691134966710559,864691135294520844,1
864691134966710559,864691135396940021,1
864691134966710559,864691135448215698,1
864691134966710559,864691135480892614,1
864691134966710559,864691135480916422,1
864691134966710559,864691135591041291,1
864691134966710559,864691135619756943,1
864691134966710559,864691135749141801,1
864691134966710559,864691135757040082,1
864691134966710559,864691135843242211,1
864691134966710559,864691135858298670,1
864691134966710559,864691135877825107,1
864691134966710559,864691135988557315,1
864691134966710559,864691136010639022,1
864691134966710559,864691136021865976,1
864691134966710559,864691136034181307,1
864691134966710559,864691136136383883,1
864691134966710559,864691136137293195,1
864691134966710559,864691136195798504,1
864691134966710559,864691136196265704,1
864691134966710559,864691136196517452,1
864691134966710559,864691136330101226,1
864691134966710559,864691136363303138,1
864691134966710559,864691136453419007,1
864691134966710559,864691136904488114,1
864691134966710559,864691136991202453,1
864691135209194617,864691135209280633,1
864691135209194617,864691135802453858,1
864691135209194617,864691135857099310,1
864691135209194617,864691135938816260,1
864691135209194617,864691136010028974,1
864691135209194617,864691136298045979,1
864691135209194617,864691136311106650,1
864691135209194617,864691136975144988,1
864691135431089968,864691135350420951,1
864691135431089968,864691135811335116,1
864691136389688695,864691135060651419,1
864691136389688695,864691135155894884,1
864691136389688695,864691135164887853,1
864691136389688695,864691135271038885,1
864691136389688695,864691135277309669,1
864691136389688695,864691135280481697,1
864691136389688695,864691135398817569,1
864691136389688695,864691135540440178,1
864691136389688695,864691135562410721,1
864691136389688695,864691135562842337,1
864691136389688695,864691135567047191,1
864691136389688695,864691135577749022,1
864691136389688695,864691135655390658,1
864691136389688695,864691135741659499,1
864691136389688695,864691135741780116,1
864691136389688695,864691135763941174,1
864691136389688695,864691135839950227,1
864691136389688695,864691135892214409,1
864691136389688695,864691135928366606,1
864691136389688695,864691135947258916,1
864691136389688695,864691136041575422,1
864691136389688695,864691136084313196,1
864691136389688695,864691136111251896,1
864691136389688695,864691136137293195,1
864691136389688695,864691136195798504,1
864691136389688695,864691136905560754,1
864691136389688695,864691136991202453,1
864691136389688695,864691137198691137,1
864691135594817067,864691136022520056,1
864691135725842603,864691134949081852,1
864691135725842603,864691134966714655,1
864691135725842603,864691135102433056,1
864691135725842603,864691135162908461,1
864691135725842603,864691135294520844,1
864691135725842603,864691135304641703,1
864691135725842603,864691135336055529,1
864691135725842603,864691135357351375,1
864691135725842603,864691135382556378,1
864691135725842603,864691135384344043,1
864691135725842603,864691135466158917,1
864691135725842603,864691135492568551,1
864691135725842603,864691135493686111,1
864691135725842603,864691135496440208,1
864691135725842603,864691135562004193,1
864691135725842603,864691135562410721,1
864691135725842603,864691135562842337,1
864691135725842603,864691135566168599,1
864691135725842603,864691135571515270,1
864691135725842603,864691135583277677,1
864691135725842603,864691135587519868,1
864691135725842603,864691135617440105,1
864691135725842603,864691135742102635,1
864691135725842603,864691135750307881,1
864691135725842603,864691135757040082,1
864691135725842603,864691135977666883,1
864691135725842603,864691135988557315,1
864691135725842603,864691136111559352,1
864691135725842603,864691136125457446,1
864691135725842603,864691136424439855,1
864691135725842603,864691136445557123,1
864691135725842603,864691136488999186,1
864691135725842603,864691136524172689,1
864691135725842603,864691136814508659,1
864691135725842603,864691136953873631,1
864691135725842603,864691136975624220,1
864691135725842603,864691137055712630,1
864691135725842603,864691137056393846,1
864691136380264405,864691135271696549,1
864691136380264405,864691135809509917,1
864691134949081852,864691134887026938,1
864691134949081852,864691134991010426,1
864691134949081852,864691135015154934,1
864691134949081852,864691135155894884,1
864691134949081852,864691135214986368,1
864691134949081852,864691135274195217,1
864691134949081852,864691135357351375,1
864691134949081852,864691135478316200,1
864691134949081852,864691135480892614,1
864691134949081852,864691135576881950,1
864691134949081852,864691135577749022,1
864691134949081852,864691135760635214,1
864691134949081852,864691135858298670,1
864691134949081852,864691135868916246,1
864691134949081852,864691135977045871,1
864691134949081852,864691135977666883,1
864691134949081852,864691136010639022,1
864691134949081852,864691136021865976,1
864691134949081852,864691136034084795,1
864691134949081852,864691136107283417,1
864691134949081852,864691136125433894,1
864691134949081852,864691136125956134,1
864691134949081852,864691136177629702,1
864691134949081852,864691136196202472,1
864691134949081852,864691136314404669,1
864691134949081852,864691136373008520,1
864691134949081852,864691136453384959,1
864691134949081852,864691136579129876,1
864691134949081852,864691136604001745,1
864691134949081852,864691136664950750,1
864691134949081852,864691136991359893,1
864691135122469671,864691135940685057,1
864691135610877191,864691135809608652,1
864691136927761226,864691135102381856,1
864691136927761226,864691135184104194,1
864691136927761226,864691135387535957,1
864691136927761226,864691135567059223,1
864691136927761226,864691135572346349,1
864691136927761226,864691135577651230,1
864691136927761226,864691135583277677,1
864691136927761226,864691135587519868,1
864691136927761226,864691135656579010,1
864691136927761226,864691135686283703,1
864691136927761226,864691135810466333,1
864691136927761226,864691135878061395,1
864691136927761226,864691135994235841,1
864691136927761226,864691136108378073,1
864691136927761226,864691136110256824,1
864691136927761226,864691136381301461,1
864691136927761226,864691136674749575,1
864691135562410721,864691135274816017,1
864691135562410721,864691135466236229,1
864691135562410721,864691135480892614,1
864691135562410721,864691135646775791,1
864691135562410721,864691135773208651,1
864691135562410721,864691135938816260,1
864691135562410721,864691136011686318,1
864691135562410721,864691136177629702,1
864691135562410721,864691136438717086,1
864691135101595680,864691134887460346,1
864691135101595680,864691135060882843,1
864691135101595680,864691135102274592,1
864691135101595680,864691135258642863,1
864691135101595680,864691135294520844,1
864691135101595680,864691135375351369,1
864691135101595680,864691135470787666,1
864691135101595680,864691135495698832,1
864691135101595680,864691135496440208,1
864691135101595680,864691135562004193,1
864691135101595680,864691135576881950,1
864691135101595680,864691135577749022,1
864691135101595680,864691135617440105,1
864691135101595680,864691135695146943,1
864691135101595680,864691135742102635,1
864691135101595680,864691135773073147,1
864691135101595680,864691135774053371,1
864691135101595680,864691135778419901,1
864691135101595680,864691135778467517,1
864691135101595680,864691135782241616,1
864691135101595680,864691135866576604,1
864691135101595680,864691135868210454,1
864691135101595680,864691135927381774,1
864691135101595680,864691135955962888,1
864691135101595680,864691135970226021,1
864691135101595680,864691135988557315,1
864691135101595680,864691136010639022,1
864691135101595680,864691136033332155,1
864691135101595680,864691136091634487,1
864691135101595680,864691136118686884,1
864691135101595680,864691136238679567,1
864691135101595680,864691136330407914,1
864691135101595680,864691136390474359,1
864691135101595680,864691136453384959,1
864691135101595680,864691136953197279,1
864691135101595680,864691136968542926,1
864691135101595680,864691136991202453,1
864691135101595680,864691136991359893,1
864691135101595680,864691137055367798,1
864691135772053835,864691136812081779,1
864691136373008520,864691135102274592,1
864691136373008520,864691135135019168,1
864691136373008520,864691135272069285,1
864691136373008520,864691135277186789,1
864691136373008520,864691135416233914,1
864691136373008520,864691135468161164,1
864691136373008520,864691135518283475,1
864691136373008520,864691135585266808,1
864691136373008520,864691135688186080,1
864691136373008520,864691135689417440,1
864691136373008520,864691135750958889,1
864691136373008520,864691135927647956,1
864691136373008520,864691136228250961,1
