pre_neuron_id,post_neuron_id,n_synapses
864691136373008520,864691136452447743,1
864691136373008520,864691136453419007,1
864691136373008520,864691136905758130,1
864691135731889337,864691134966324767,1
864691135731889337,864691135014355094,1
864691135731889337,864691135325487004,1
864691135731889337,864691135375484489,1
864691135731889337,864691135448698196,1
864691135731889337,864691135469753426,1
864691135731889337,864691135518989962,1
864691135731889337,864691135577644574,1
864691135731889337,864691135640398651,1
864691135731889337,864691135742102635,1
864691135731889337,864691135787537348,1
864691135731889337,864691135811335116,1
864691135731889337,864691135850033758,1
864691135731889337,864691135993150913,1
864691135731889337,864691136086630764,1
864691135731889337,864691136195798504,1
864691135731889337,864691136298125851,1
864691135731889337,864691136311059034,1
864691135731889337,864691136311381338,1
864691135731889337,864691136603811281,1
864691135731889337,864691136968542926,1
864691135731889337,864691137056393846,1
864691134886569210,864691135593133067,1
864691134886569210,864691135849426270,1
864691134886569210,864691136524297617,1
864691134886569210,864691136904488114,1
864691135294480310,864691135339088102,1
864691135294480310,864691135386963541,1
864691135294480310,864691135396794101,1
864691135294480310,864691135409859785,1
864691135294480310,864691135480311494,1
864691135294480310,864691135499283987,1
864691135294480310,864691135584629613,1
864691135294480310,864691135725748139,1
864691135294480310,864691135817195343,1
864691135294480310,864691135817419343,1
864691135294480310,864691135994226881,1
864691135294480310,864691136228250961,1
864691135294480310,864691136330101226,1
864691135294480310,864691136523335057,1
864691135724393131,864691135585046648,1
864691135724393131,864691136275031565,1
864691135569902316,864691135346571423,1
864691135569902316,864691135417045946,1
864691135569902316,864691135583352941,1
864691135569902316,864691135741659499,1
864691135569902316,864691135772987899,1
864691135569902316,864691136013367715,1
864691135569902316,864691136058745048,1
864691135569902316,864691136125433894,1
864691135569902316,864691136420195223,1
864691135569902316,864691136578982164,1
864691135569902316,864691136603221201,1
864691135938629892,864691134884807418,1
864691135938629892,864691135339103718,1
864691135938629892,864691135473383730,1
864691135938629892,864691135740865684,1
864691135938629892,864691135741659499,1
864691135938629892,864691135749141801,1
864691135938629892,864691135772987899,1
864691135938629892,864691136391623039,1
864691135774368763,864691135015652246,1
864691135774368763,864691135214986368,1
864691135774368763,864691135258642863,1
864691135774368763,864691135277309669,1
864691135774368763,864691135360096071,1
864691135774368763,864691135408808649,1
864691135774368763,864691135448303762,1
864691135774368763,864691135585266808,1
864691135774368763,864691135655390658,1
864691135774368763,864691135688186080,1
864691135774368763,864691135717271834,1
864691135774368763,864691135782702387,1
864691135774368763,864691135810905036,1
864691135774368763,864691136026254649,1
864691135774368763,864691136034011579,1
864691135774368763,864691136043380566,1
864691135774368763,864691136419797655,1
864691135774368763,864691136438469534,1
864691135774368763,864691136523288465,1
864691135774368763,864691136813937267,1
864691135774053371,864691134887026938,1
864691135774053371,864691135257669039,1
864691135774053371,864691135496440208,1
864691135774053371,864691135662408944,1
864691135774053371,864691135739689073,1
864691135774053371,864691135810473245,1
864691135774053371,864691136010639022,1
864691135774053371,864691136125457446,1
864691135774053371,864691136137794941,1
864691135774053371,864691136438469534,1
864691135774053371,864691136453419007,1
864691135774053371,864691136905458866,1
864691136524172689,864691134919972106,1
864691136524172689,864691135258642863,1
864691136524172689,864691135277186789,1
864691136524172689,864691135362104647,1
864691136524172689,864691135375351369,1
864691136524172689,864691135496440208,1
864691136524172689,864691135540272498,1
864691136524172689,864691135546339880,1
864691136524172689,864691135567047191,1
864691136524172689,864691135655390658,1
864691136524172689,864691135742756203,1
864691136524172689,864691135750307881,1
864691136524172689,864691135774389755,1
864691136524172689,864691136111251896,1
864691136524172689,864691136228250961,1
864691136524172689,864691136419797655,1
864691136524172689,864691136438717086,1
864691135342541509,864691135119709149,1
864691135342541509,864691135258642863,1
864691135342541509,864691135360482392,1
864691135342541509,864691135469422674,1
864691135342541509,864691135571192966,1
864691135342541509,864691135572346349,1
864691135342541509,864691135583223405,1
864691135342541509,864691135585266808,1
864691135342541509,864691135779049056,1
864691135342541509,864691135810905036,1
864691135342541509,864691135867644805,1
864691135342541509,864691136058745048,1
864691135342541509,864691136111559352,1
864691135342541509,864691136125457446,1
864691135342541509,864691136195798504,1
864691135342541509,864691136238090767,1
864691135342541509,864691136381243349,1
864691135342541509,864691136619693275,1
864691135342541509,864691136674495623,1
864691135342541509,864691136905560754,1
864691135988742147,864691135102151968,1
864691135988742147,864691135274816017,1
864691135988742147,864691135405733870,1
864691135988742147,864691135430346544,1
864691135988742147,864691135586724220,1
864691135988742147,864691135591041291,1
864691135988742147,864691135594721579,1
864691135988742147,864691135694246079,1
864691135988742147,864691135750307881,1
864691135988742147,864691135765013302,1
864691135988742147,864691135773209163,1
864691135988742147,864691135868957462,1
864691135988742147,864691136058745048,1
864691135988742147,864691136274655166,1
864691135988742147,864691136484364844,1
864691135988742147,864691136674744199,1
864691135988742147,864691136991202453,1
864691136274655166,864691134887026938,1
864691136274655166,864691134950156796,1
864691136274655166,864691135015605910,1
864691136274655166,864691135060727707,1
864691136274655166,864691135101431072,1
864691136274655166,864691135157994084,1
864691136274655166,864691135164887853,1
864691136274655166,864691135209432185,1
864691136274655166,864691135274195217,1
864691136274655166,864691135304641703,1
864691136274655166,864691135325413788,1
864691136274655166,864691135368949241,1
864691136274655166,864691135448303762,1
864691136274655166,864691135465100189,1
864691136274655166,864691135466236229,1
864691136274655166,864691135470787666,1
864691136274655166,864691135496381840,1
864691136274655166,864691135546339880,1
864691136274655166,864691135562474977,1
864691136274655166,864691135562842337,1
864691136274655166,864691135570301676,1
864691136274655166,864691135571192966,1
864691136274655166,864691135576881950,1
864691136274655166,864691135586240120,1
864691136274655166,864691135640297787,1
864691136274655166,864691135694246079,1
864691136274655166,864691135750958889,1
864691136274655166,864691135757040082,1
864691136274655166,864691135773209163,1
864691136274655166,864691135774179147,1
864691136274655166,864691135774294603,1
864691136274655166,864691135779049056,1
864691136274655166,864691135782241616,1
864691136274655166,864691135801463650,1
864691136274655166,864691135839932307,1
864691136274655166,864691135842486243,1
864691136274655166,864691135877825107,1
864691136274655166,864691135976063855,1
864691136274655166,864691136034084795,1
864691136274655166,864691136120658712,1
864691136274655166,864691136314404669,1
864691136274655166,864691136330101226,1
864691136274655166,864691136391042167,1
864691136274655166,864691136488414994,1
864691136274655166,864691136596901026,1
864691136274655166,864691136618795227,1
864691136274655166,864691136664127454,1
864691136274655166,864691136675427975,1
864691136274655166,864691136905758130,1
864691136274655166,864691136975144988,1
864691136274655166,864691136991359893,1
864691136274655166,864691137055712630,1
864691136274655166,864691137199828801,1
864691135878061395,864691135447540882,1
864691135878061395,864691135578360837,1
864691135878061395,864691135750642473,1
864691135878061395,864691136101464181,1
864691135977045871,864691134886499066,1
864691135977045871,864691135015652246,1
864691135977045871,864691135066958404,1
864691135977045871,864691135155894884,1
864691135977045871,864691135271038885,1
864691135977045871,864691135294520844,1
864691135977045871,864691135325413788,1
864691135977045871,864691135343818161,1
864691135977045871,864691135396794101,1
864691135977045871,864691135464928318,1
864691135977045871,864691135499231763,1
864691135977045871,864691135578360837,1
864691135977045871,864691135584008045,1
864691135977045871,864691135587371132,1
864691135977045871,864691135591041291,1
864691135977045871,864691135594721579,1
864691135977045871,864691135685087474,1
864691135977045871,864691135725920939,1
864691135977045871,864691135731889337,1
864691135977045871,864691135773073147,1
864691135977045871,864691135774294603,1
864691135977045871,864691135778419901,1
864691135977045871,864691135839950227,1
864691135977045871,864691135853198023,1
864691135977045871,864691135886130288,1
864691135977045871,864691135955962888,1
864691135977045871,864691135988557315,1
864691135977045871,864691136011768494,1
864691135977045871,864691136239902780,1
864691135977045871,864691136298125851,1
864691135977045871,864691136438469534,1
864691135977045871,864691136438585502,1
864691135977045871,864691136438717086,1
864691135977045871,864691136488446226,1
864691135977045871,864691136488999186,1
864691135977045871,864691136619693275,1
864691135977045871,864691136976001308,1
864691135977045871,864691136991202453,1
864691135939477508,864691135102274592,1
864691135939477508,864691135209369465,1
864691135939477508,864691135258642863,1
864691135939477508,864691135325263004,1
864691135939477508,864691135343818161,1
864691135939477508,864691135405626862,1
864691135939477508,864691135503182685,1
864691135939477508,864691135540272498,1
864691135939477508,864691135586240120,1
864691135939477508,864691135688186080,1
864691135939477508,864691135695146943,1
864691135939477508,864691135739587697,1
864691135939477508,864691135773073147,1
864691135939477508,864691135774053371,1
864691135939477508,864691135878061395,1
864691135939477508,864691135947258916,1
864691135939477508,864691136089194039,1
864691135939477508,864691136091634487,1
864691135939477508,864691136137794941,1
864691135939477508,864691136330101226,1
864691135939477508,864691136364308962,1
864691135939477508,864691136968542926,1
864691135939477508,864691136991202453,1
864691135939477508,864691137198691137,1
864691136108938168,864691135059143323,1
864691136108938168,864691135059845275,1
864691136108938168,864691135497743635,1
864691136108938168,864691135578103301,1
864691136108938168,864691135684657079,1
864691136108938168,864691135700409211,1
864691136108938168,864691135808684573,1
864691136108938168,864691135977666883,1
864691136108938168,864691136137834877,1
864691136108938168,864691136176327430,1
864691136108938168,864691136309871706,1
864691136108938168,864691136330101226,1
864691135375888840,864691134887026938,1
864691135375888840,864691134966324767,1
864691135375888840,864691134966714655,1
864691135375888840,864691135102151968,1
864691135375888840,864691135102274592,1
864691135375888840,864691135124603687,1
864691135375888840,864691135214931072,1
864691135375888840,864691135277309669,1
864691135375888840,864691135280481697,1
864691135375888840,864691135324623260,1
864691135375888840,864691135362104647,1
864691135375888840,864691135398868257,1
864691135375888840,864691135430486576,1
864691135375888840,864691135466158917,1
864691135375888840,864691135466283333,1
864691135375888840,864691135493620831,1
864691135375888840,864691135503182685,1
864691135375888840,864691135504327861,1
864691135375888840,864691135518283475,1
864691135375888840,864691135577651230,1
864691135375888840,864691135583277677,1
864691135375888840,864691135584629613,1
864691135375888840,864691135591854347,1
864691135375888840,864691135655894978,1
864691135375888840,864691135685087474,1
864691135375888840,864691135698211994,1
864691135375888840,864691135774368763,1
864691135375888840,864691135782241616,1
864691135375888840,864691135801463650,1
864691135375888840,864691135810905036,1
864691135375888840,864691135850033758,1
864691135375888840,864691135861093992,1
864691135375888840,864691135886208112,1
864691135375888840,864691135919956656,1
864691135375888840,864691136034084795,1
864691135375888840,864691136085781356,1
864691135375888840,864691136125440038,1
864691135375888840,864691136239980604,1
864691135375888840,864691136314491965,1
864691135375888840,864691136330101226,1
864691135375888840,864691136380757461,1
864691135375888840,864691136604001745,1
864691135375888840,864691136905758130,1
