matrix_index,pt_root_id,brain_area,layer,cell_type,valid_function,x_um,y_um,z_um,mean_dist_um,out_degree,in_degree,out_strength,in_strength,mean_fcorr_signed,mean_fcorr_pos_clipped,mean_fcorr_abs,mean_fcorr_pairdist_resid,mean_fcorr_same_area,mean_dist_same_area,total_degree,total_strength
229,864691135209369465,V1,L4,4P,True,790.8282330113312,262.98839309354287,814.3600000000002,240.20969428074847,23.0,11.0,191696.0,57072.0,0.05033137381022397,0.08019085021756436,0.11005032662490473,0.02049179639618823,0.06636735769676876,187.03589005380445,34.0,248768.0
230,864691135510191369,V1,L6,6P-CT,True,963.5348907700393,558.7181109877993,899.6400000000002,407.19326760645464,1.0,7.0,8608.0,36024.0,-0.0022848928110139307,0.044884043292148686,0.09205297939531132,-0.014070709295199494,0.012579116929721842,404.9660064242433,8.0,44632.0
231,864691135491204327,RL,L2/3,23P,True,1270.0538428988134,249.47222396280029,866.6800000000003,501.59737476752275,4.0,6.0,25040.0,59948.0,0.014887933870477432,0.08003509810209854,0.14518226233371964,0.005347177854572443,0.15846546809114107,161.77382570566022,10.0,84988.0
232,864691135741998484,V1,L5,5P-IT,True,653.1803181085794,383.0966349544776,893.8000000000003,266.18407633189037,40.0,9.0,387652.0,65580.0,0.030953274288593836,0.07627481049850104,0.12159634670840827,0.0017112965341522424,0.023834554224146275,184.08540229561578,49.0,453232.0
233,864691135476528704,V1,L2/3,23P,True,707.3877015379837,108.6327015902967,955.8000000000003,312.97474807171403,13.0,21.0,131964.0,261376.0,-0.02483618840626484,0.05324787188546255,0.13133193217718991,-0.04763699880964482,-0.016878543304376593,249.73859358212604,34.0,393340.0
234,864691136228250961,V1,L5,5P-ET,True,668.3676797420036,506.1686268235279,873.1200000000002,328.0283293629281,5.0,42.0,37620.0,432196.0,0.013636092955889575,0.06791374321583245,0.12219139347577533,-0.00841734949282863,0.0034496179907972987,256.2970337436606,47.0,469816.0
235,864691136111251896,V1,L2/3,23P,True,678.9283032502511,167.36780640079482,900.8400000000003,267.71876629591134,10.0,29.0,133448.0,412724.0,0.007924878058073074,0.03988533687473166,0.07184579569139024,-0.020778266871253195,0.009035416150205679,192.25887123885076,39.0,546172.0
236,864691135491167207,RL,L2/3,23P,True,1263.452592315621,172.18679266596476,884.0800000000003,509.40674016318343,1.0,2.0,4996.0,7768.0,0.033203473265157046,0.10867586799102807,0.18414826271689916,0.024284000052484787,0.12477684819827962,180.4303895446984,3.0,12764.0
237,864691135593133067,V1,L4,4P,True,695.796049484583,326.3067379719306,840.6800000000003,235.1186886864217,38.0,15.0,344144.0,66212.0,0.032304708980282655,0.07530869814377815,0.11831268730727362,-2.6926560227022277e-05,0.0377940109651612,157.9602390752169,53.0,410356.0
238,864691135517531786,AL,L2/3,23P,True,1323.449560696207,225.87617732568103,759.6000000000001,555.2486141282841,4.0,7.0,13896.0,73596.0,0.01882837466139377,0.07785366050764607,0.13687894635389838,0.010995531728155181,0.19994028578187995,93.09313534169542,11.0,87492.0
239,864691135134114976,V1,L4,4P,True,949.0349771675205,335.99884620471084,929.0800000000003,306.64955508084154,7.0,3.0,39160.0,36704.0,0.04879604008376295,0.08264734878893837,0.11649865749411377,0.02777316218642472,0.04297634771930025,301.5655260338902,10.0,75864.0
240,864691135760635214,V1,L6,6P-CT,True,616.2696343158193,550.1794574765756,867.2800000000002,376.3649158151179,2.0,14.0,14376.0,127824.0,0.035814877952719607,0.06054486959553017,0.08527486123834074,0.01779131400562121,0.0411631217057155,300.88474797736944,16.0,142200.0
241,864691135576991518,V1,L4,4P,True,825.3780498648644,282.9716503702563,778.8400000000001,255.86887642658658,10.0,7.0,65668.0,35964.0,0.03648053659309027,0.07033537927414994,0.10419022195520962,0.009111031479590772,0.03753647853618266,213.5160898682253,17.0,101632.0
242,864691135540440178,V1,L2/3,23P,True,719.8870313368446,98.67620247769158,928.6000000000003,308.1134647071574,3.0,15.0,49948.0,113344.0,0.015420388149167087,0.056972660855393806,0.09852493356162052,-0.00781132242207691,0.017974692330599226,246.9330894717189,18.0,163292.0
243,864691135359010904,AL,L2/3,23P,True,1289.7200520017063,227.35809609120463,748.9200000000002,528.9433681253872,1.0,5.0,1512.0,35076.0,0.0007520047887558609,0.06680881505311219,0.1328656253174685,-0.007760137499154255,0.17849537033302143,98.66840161510311,6.0,36588.0
244,864691135102433056,V1,L4,4P,True,646.2046211903935,316.7000036807027,805.8000000000003,252.73979068613886,21.0,26.0,205576.0,341864.0,0.053463576663108824,0.09032672331938192,0.127189869975655,0.022522264184815403,0.08463398079476316,168.12825989106818,47.0,547440.0
245,864691136619882637,AL,L4,5P-IT,True,1362.2890663990609,359.11226683883797,777.3600000000001,592.6185568374736,10.0,6.0,78652.0,76900.0,0.03592379523047332,0.06984075655868566,0.10375771788689798,0.029693436319371023,0.14615233772720457,156.45095979081125,16.0,155552.0
246,864691135740865684,RL,L4,4P,True,1141.4566861327169,275.6759563625183,899.2400000000002,407.93279827919514,2.0,1.0,48380.0,4516.0,0.018113238403346964,0.06784526535362953,0.1175772923039121,0.004605498229893805,0.12175623208508297,153.69797827340244,3.0,52896.0
247,864691136334080435,AL,L2/3,23P,True,1324.1533384033241,231.78399663054856,720.6400000000001,564.3126432368587,0.0,7.0,0.0,100600.0,0.02520877196129638,0.07916693126160126,0.13312509056190616,0.017926612456676948,0.23305084222126027,102.96229881989068,7.0,100600.0
248,864691135014966262,V1,L5,5P-IT,True,636.2818503448223,397.8078169340897,871.6400000000002,275.47625268537206,14.0,6.0,57200.0,37028.0,0.02009669164838795,0.0585010315224707,0.09690537139655346,-0.008335922955983014,0.017467537784133663,191.36974820458803,20.0,94228.0
249,864691135429763120,AL,L2/3,23P,True,1312.5320326816209,222.15850519775873,824.7600000000002,538.9958418970205,7.0,4.0,77564.0,38568.0,0.02940466360746961,0.08242790200468944,0.1354511404019093,0.020962498951539586,0.21281502119950152,109.77572908907119,11.0,116132.0
250,864691135573276197,V1,L6,6P-IT,True,677.131621065168,561.671660438675,889.4800000000002,368.76262573876227,5.0,9.0,13604.0,64064.0,-0.011242006809334591,0.055607690521212394,0.12245738785175937,-0.029130337212386715,-0.01722356696000465,302.96771570069905,14.0,77668.0
251,864691135340055782,V1,L5,5P-IT,True,651.7993809774721,399.61513623758225,889.7200000000003,272.86269946450835,12.0,27.0,77020.0,144812.0,0.0338435085365552,0.07079366187516692,0.10774381521377864,0.00538247090083231,0.043521155582623754,191.35401551637545,39.0,221832.0
252,864691136596107938,V1,L2/3,23P,True,496.24298038034686,226.55094109235083,963.2400000000002,371.9346804957208,5.0,4.0,35860.0,43916.0,0.014109536724816903,0.05961720975894711,0.10512488279307734,-0.005498450489146859,0.0011602248650480617,278.58529011110704,9.0,79776.0
253,864691135258563503,V1,L4,4P,True,725.6050559809164,299.8761878508764,828.8400000000003,230.87354468227394,26.0,8.0,124832.0,84140.0,0.031535440001585854,0.07023304549716775,0.10893065099274964,-0.0007081917382096416,0.025855527687572873,160.14960983110723,34.0,208972.0
254,864691135977134403,V1,L4,4P,True,910.0854733046311,342.80607683358977,718.0000000000001,311.3699338858538,5.0,5.0,40168.0,24240.0,0.04360583423673276,0.07710459395333089,0.11060335366992902,0.02315907452058878,0.044490413609320684,295.9569669600661,10.0,64408.0
255,864691135404763374,AL,L2/3,23P,True,1356.1704397118854,181.5834426117199,775.0800000000002,588.2340600606885,1.0,3.0,10540.0,72356.0,0.022778272164623754,0.0724794173788279,0.12218056259303205,0.015848717822524297,0.17246124112362463,112.93288559188515,4.0,82896.0
256,864691135441799752,V1,L2/3,23P,True,728.1902267066858,144.7592334831523,840.8400000000003,268.3254629134485,37.0,21.0,829476.0,201196.0,0.028349679684347113,0.06195731982219101,0.09556495996003492,0.0006279667816188649,0.03129073334963593,204.01378425574325,58.0,1030672.0
257,864691135988557315,V1,L2/3,23P,True,649.4155072520888,241.81489037572865,836.1200000000002,246.93583118798338,22.0,25.0,218484.0,189792.0,0.054599189110201216,0.07914956469378222,0.10369994027736322,0.022806405533505197,0.07249540863414666,162.20638350680755,47.0,408276.0
258,864691135157025636,V1,L6,6P-IT,True,977.8278694757835,522.3855698749463,710.6000000000001,412.650598026794,0.0,2.0,0.0,14884.0,0.020755866377883216,0.04993652095776098,0.07911717553763874,0.009543692254107302,0.01821454321707515,415.40061018988075,2.0,14884.0
259,864691135060651419,V1,L2/3,23P,True,669.2522053564992,143.58598187973402,856.8800000000002,276.5835099426388,33.0,23.0,304584.0,265064.0,0.04219646308572262,0.0663491561612809,0.09050184923683918,0.01433100406762715,0.05166812839944513,200.6062566259405,56.0,569648.0
260,864691135468948364,V1,L4,4P,True,880.9880764826696,292.0770322714723,836.3200000000003,263.2185065031765,24.0,10.0,252756.0,93424.0,-0.02300754408192938,0.0566878900160052,0.1363833241139398,-0.04906554434193866,-0.0038386271577499536,236.3726135797483,34.0,346180.0
261,864691135578146565,V1,L5,5P-IT,True,878.2075320750806,365.71490620056824,713.6800000000002,307.80648436624523,2.0,13.0,11624.0,93016.0,-0.006076095713052015,0.05225442920957422,0.11058495413220044,-0.027002344116047752,0.002818889923357884,283.43676110699124,15.0,104640.0
262,864691135060020123,V1,L4,4P,True,759.7828253172393,331.45514418564323,747.9200000000002,261.66171417910374,10.0,3.0,83992.0,26804.0,0.053893202110151646,0.08864474059820494,0.12339627908625822,0.026414083022303674,0.031994557987976145,203.60579950037715,13.0,110796.0
263,864691135727961663,V1,L4,4P,True,857.7615920755333,289.531022435464,846.8000000000003,254.26782388025896,18.0,5.0,144472.0,51904.0,0.016668389394963967,0.05370288787125438,0.09073738634754479,-0.010642440719602877,0.02044989637475097,220.0440075324186,23.0,196376.0
264,864691135801133666,AL,L2/3,23P,True,1320.9325966086758,209.8518319792378,802.4800000000002,549.1855921498607,2.0,3.0,30620.0,25900.0,0.02685794075284566,0.08077728986153694,0.13469663897022824,0.018735832039265363,0.19998035037006126,101.64885745012828,5.0,56520.0
265,864691135750642473,V1,L6,6P-IT,True,701.1427491215362,532.4853052455254,888.2000000000003,342.58397339750974,14.0,6.0,101952.0,60092.0,0.039510256480562396,0.07092602972805868,0.10234180297555498,0.019480658905099833,0.05719957332752306,278.6685432903285,20.0,162044.0
266,864691135858298670,V1,L5,4P,True,672.8984052269868,367.732715129417,849.3200000000003,250.56520826339656,28.0,24.0,217440.0,289432.0,-0.006735663312987459,0.05183678047977247,0.1104092242725324,-0.03755654276046604,0.003634929458448681,170.44325583222135,52.0,506872.0
267,864691135586724220,V1,L5,5P-IT,True,738.835649098178,401.2550873406889,866.6400000000002,258.4981456169745,16.0,23.0,77100.0,250628.0,0.024853220939196192,0.06649830013440511,0.10814337932961401,-0.0036596180383552343,0.049715636811330274,193.73972543791686,39.0,327728.0
268,864691136052738803,V1,L4,4P,True,651.0641581773502,290.52794766149793,929.3600000000002,258.0983489428745,20.0,3.0,163188.0,20988.0,0.016947990976393924,0.05819964585968288,0.09945130074297183,-0.013222865551835812,0.016152304375548102,175.01518291258685,23.0,184176.0
269,864691136913993713,V1,L4,4P,True,611.6603823043963,296.6529899433115,913.7200000000003,270.54415890972336,28.0,10.0,208368.0,43232.0,-0.02241261066746779,0.03473279106087393,0.09187819278921566,-0.05177554638848844,-0.0206400795185717,181.63743139004907,38.0,251600.0
270,864691135511802576,AL,L5,5P-IT,True,1280.0288683922158,421.1067258160291,726.6400000000001,547.5027913773577,2.0,4.0,35988.0,44780.0,0.03758558166266293,0.08636722472140264,0.13514886778014232,0.031155303362633908,0.1222238472759761,200.91595040953047,6.0,80768.0
271,864691135593659947,RL,L4,4P,True,1224.3406632327212,334.3229404289303,1020.2800000000002,504.20569130118116,12.0,2.0,72372.0,23000.0,0.003974539638634477,0.03623669494020032,0.06849885024176616,-0.0036202544658168073,0.008972922507156096,217.2431452941641,14.0,95372.0
272,864691136177799686,V1,L4,4P,True,638.9178588190625,298.6522433170523,821.6000000000003,250.10620810736398,15.0,5.0,112764.0,21216.0,0.011913509643742251,0.052743255657392046,0.09357300167104184,-0.01957787113808549,0.021645573216788283,163.57808918892235,20.0,133980.0
273,864691135583223405,V1,L5,4P,True,648.3856356712213,365.20265886404746,877.9600000000003,258.5774813568298,16.0,16.0,141124.0,98428.0,0.014766041300496408,0.05283733560893384,0.09090862991737128,-0.01553275447637345,0.013029525679387907,174.52564882070453,32.0,239552.0
274,864691136118370724,V1,L4,4P,True,616.6840791676761,269.3388955994407,932.7200000000003,274.9251058310318,15.0,16.0,172644.0,142336.0,0.009588681751803736,0.052290320392002744,0.09499195903220173,-0.019084518494739623,-0.0031844040260565402,187.815477388983,31.0,314980.0
275,864691136144827444,V1,L2/3,23P,True,726.1487770580085,104.9417920368223,858.8000000000003,291.925982723517,18.0,7.0,161868.0,89064.0,0.03373895439350371,0.06309545954127521,0.09245196468904669,0.008709307307952076,0.03880261620522415,230.26471626870844,25.0,250932.0
276,864691136991606421,V1,L4,4P,True,907.8555286705327,266.22430760011713,745.2400000000001,294.3878678210193,25.0,5.0,535692.0,31300.0,0.03849885401072094,0.0739395493054106,0.10938024460010029,0.0161635443428168,0.06371193321365111,278.0704415831357,30.0,566992.0
277,864691135465955397,V1,L4,4P,True,662.9440444703464,261.95060254923317,846.4800000000002,238.50563902658294,20.0,11.0,168664.0,67612.0,0.006535598420913543,0.05639829354054936,0.10626098866018518,-0.026101167876187627,0.023714650878510796,155.07512458555726,31.0,236276.0
278,864691135741524587,V1,L2/3,23P,True,795.9479977029624,132.50608541352693,898.4800000000002,284.5649718015269,5.0,11.0,22780.0,121072.0,0.023523882975966047,0.05846561469158883,0.0934073464072116,-0.0011544103528269786,0.032829958367580715,237.93072288053898,16.0,143852.0
279,864691135118894813,AL,L4,4P,True,1302.0716380698996,260.94642146774004,810.0400000000003,528.2135969744841,0.0,3.0,0.0,22532.0,0.009495149590607616,0.07675930579171908,0.14402346199283053,0.0007569658395647023,0.17809121910279946,107.0919242513416,3.0,22532.0
280,864691135428676144,AL,L2/3,23P,True,1311.0334086610567,120.32839720388013,713.8800000000001,578.9890331570506,0.0,4.0,0.0,5252.0,-0.01373303115541506,0.03894041279398864,0.09161385674339233,-0.019962234455171618,0.0410859182565075,158.54772365523567,4.0,5252.0
281,864691135360482392,V1,L5,5P-IT,True,677.1948566022082,373.6978747735804,805.9200000000003,258.1803237612093,16.0,13.0,118864.0,66592.0,-0.00587857784147681,0.05039836115959333,0.10667530016066346,-0.035517760639310836,0.01963120800463426,180.40103075091926,29.0,185456.0
282,864691136033332155,V1,L4,4P,True,726.8811389920738,313.92888055187285,901.5600000000003,236.93631085281984,31.0,18.0,288068.0,128312.0,0.008789083741001276,0.045113423753759124,0.08143776376651697,-0.02265151556773943,0.013922881749545308,167.00543004269292,49.0,416380.0
283,864691135294441654,V1,L4,4P,True,647.0118079972771,305.2708633167563,837.2000000000003,245.0176616206989,33.0,5.0,243632.0,17760.0,0.021910504255190383,0.0656734799547234,0.10943645565425646,-0.010130844894892195,0.020270285638047038,159.15834272736032,38.0,261392.0
284,864691135466236229,V1,L4,4P,True,669.0635087846242,301.41813488286516,887.2800000000002,239.76390836824476,27.0,16.0,379152.0,78708.0,0.026464324218598054,0.06697133416582655,0.10747834411305505,-0.005844378086927609,0.04672135644762612,157.4756639859949,43.0,457860.0
285,864691135594721579,V1,L2/3,23P,True,608.5958230740079,131.2123444032162,983.8800000000002,342.43872887989556,3.0,8.0,43168.0,124136.0,0.044495125887607796,0.07302102293951712,0.10154691999142643,0.023488010410236078,0.03751005517798839,264.07712196764885,11.0,167304.0
286,864691135324725404,V1,L5,5P-IT,True,691.4555525878458,372.24725628299694,806.2000000000003,254.8147581512055,11.0,6.0,62980.0,39548.0,0.027429214166459458,0.05564888099189652,0.08386854781733359,-0.0023497881241466294,0.03486066837627052,179.59264438446712,17.0,102528.0
287,864691135572346349,V1,L5,5P-IT,True,641.7256867247371,383.3151294859759,806.0800000000003,272.7232612231438,12.0,28.0,87360.0,200456.0,0.04630890955111535,0.08579990008688214,0.12529089062264892,0.01780004458136479,0.07041844803282242,189.81651509529559,40.0,287816.0
288,864691135294442678,V1,L2/3,23P,True,668.4064931737583,201.7174811112519,888.2800000000002,253.6318413755559,15.0,37.0,239540.0,369220.0,0.016679154611021634,0.050815513661095414,0.0849518727111692,-0.013965589585971903,0.02154009212652199,173.78131790310047,52.0,608760.0
289,864691136453384959,V1,L2/3,23P,True,722.2253561719078,174.7534979932771,881.1600000000002,254.97756150998228,18.0,23.0,128052.0,211968.0,0.03410273744094341,0.0649527483163115,0.09580275919167959,0.004639074019078179,0.04650593283831065,187.17312494401688,41.0,340020.0
290,864691135994226881,V1,L2/3,23P,True,631.3493939732721,105.38516857363395,901.4800000000002,318.1632013391051,8.0,13.0,59092.0,51984.0,0.06699483803201806,0.110174661674394,0.15335448531676996,0.04341066426245434,0.050947314300853225,240.7483312108383,21.0,111076.0
291,864691136602371025,RL,L2/3,23P,True,1253.8671004531823,197.3029365132021,810.3200000000003,495.0362332590518,11.0,5.0,58248.0,71884.0,-0.02307406445030279,0.030588977474440334,0.08425201939918345,-0.032922318551441176,0.02584355026155639,171.14461015936925,16.0,130132.0
292,864691136066069400,RL,L2/3,23P,True,1154.507858612054,155.13876057252736,809.8400000000003,434.61855956225446,0.0,3.0,0.0,30692.0,0.033056182881191214,0.07201717829812795,0.11097817371506469,0.021203926043580155,0.11930779802554267,187.10600965998893,3.0,30692.0
293,864691135941708033,V1,L4,4P,True,917.0300720610749,336.8607145980319,783.4400000000002,290.61988241207393,4.0,4.0,13000.0,19080.0,-0.0072438700448368325,0.04790861717481604,0.1030611043944689,-0.029970696498726735,0.008650029017962529,275.8358962146902,8.0,32080.0
294,864691136954050527,V1,L5,4P,True,657.6175480486263,363.95452351244614,882.2400000000002,255.57847624573958,18.0,13.0,208568.0,50492.0,0.06266403901270792,0.09398654490880128,0.12530905080489466,0.03216592257892917,0.06546948329002111,172.9385753253905,31.0,259060.0
295,864691135571192966,V1,L5,5P-IT,True,605.2620201400699,402.09658063337724,810.0800000000003,296.23749499012814,9.0,18.0,96288.0,169532.0,0.07372084417827997,0.09148144848365936,0.10924205278903874,0.04738796474634235,0.09133268308596762,209.74017509571243,27.0,265820.0
296,864691135134016928,V1,L4,4P,True,584.0397888554392,320.8337115522179,776.0400000000001,294.1218619119198,13.0,8.0,192644.0,56720.0,0.042145492932070434,0.08224993018222687,0.12235436743238329,0.015345190938807056,0.03485987695432547,204.26364606185584,21.0,249364.0
297,864691135731679929,V1,L2/3,23P,True,698.4074050927735,231.83885378959292,901.5600000000003,242.20936579382547,8.0,26.0,57316.0,217872.0,0.049089738426468944,0.07833412436263086,0.10757851029879277,0.017660845928892957,0.06602904716653984,166.99352748073503,34.0,275188.0
298,864691135280944545,V1,L5,4P,True,608.851052083405,361.8080754524981,846.0800000000003,274.5107620724299,14.0,6.0,73108.0,23940.0,0.029599496770588724,0.06712731058842523,0.10465512440626173,0.0006146238113807284,0.0451231768290291,185.4265241801531,20.0,97048.0
299,864691135493149927,V1,L5,4P,True,669.4403831117119,364.6676652031891,886.4000000000002,253.0757506488545,30.0,25.0,240896.0,131856.0,0.04414404219189507,0.08051418217028776,0.11688432214868046,0.013566522056728599,0.049795501041461666,172.48951490235788,55.0,372752.0
300,864691135518453642,AL,L2/3,23P,True,1333.899926636088,216.57559520827695,840.6000000000003,558.2867798239627,1.0,4.0,15248.0,50428.0,0.0019350611201236028,0.04566004833508041,0.08938503555003723,-0.005860049921377562,0.053930319896578205,120.85328578057923,5.0,65676.0
301,864691135700814114,V1,L6,6P-CT,True,570.4668310635802,531.781470243275,886.3200000000003,385.8299032576743,2.0,3.0,2084.0,31276.0,0.05830961115826655,0.09375013239877314,0.12919065363927973,0.040608091038341156,0.04774515546565866,304.06609301545416,5.0,33360.0
302,864691135772987899,RL,L4,4P,True,1088.1379039700273,337.3114600003376,966.1600000000003,392.51556289503355,3.0,3.0,15404.0,3808.0,0.034736545525948,0.07406128620020036,0.11338602687445276,0.020938422747074747,-0.025481676410423273,201.07899588532277,6.0,19212.0
303,864691135342848433,V1,L4,4P,True,498.5736753613531,332.8224697955059,714.7200000000001,378.5365550663316,9.0,5.0,96388.0,45704.0,0.043202920573479804,0.08445628020265346,0.12570963983182712,0.024440947141605177,0.06421356907763014,286.88609950767574,14.0,142092.0
304,864691135015605910,V1,L2/3,23P,True,723.2150844178473,237.60693479667867,887.0400000000003,235.8906404274597,35.0,13.0,499652.0,142676.0,-0.010343109126983904,0.05094391690320538,0.11223094293339465,-0.04209383300307751,-0.004821669226875652,165.37720495971058,48.0,642328.0
305,864691135695146943,V1,L2/3,23P,True,682.2950838203086,206.7229990517409,871.2800000000002,245.9012635263922,12.0,24.0,137480.0,286764.0,0.051587004281142074,0.09387506117462191,0.13616311806810172,0.020207180746750045,0.08003206438052857,167.8357718544053,36.0,424244.0
306,864691136927187786,V1,L5,5P-IT,True,629.4106903163779,485.1573472125263,871.7200000000003,326.0629750525489,9.0,14.0,82764.0,91624.0,0.048475418040078405,0.0752514581578195,0.10202749827556058,0.025621088587526732,0.05021574951520216,247.02073173237272,23.0,174388.0
307,864691135396794101,V1,L2/3,23P,True,639.6279656513739,229.58732032218674,821.9600000000003,255.63880968543427,24.0,31.0,223596.0,280552.0,0.03665444800552879,0.0661146298567182,0.09557481170790762,0.005837688922334522,0.047910806080337945,170.47731308092253,55.0,504148.0
308,864691135919645872,AL,L5,5P-IT,True,1289.342195756196,360.1826010918171,810.7200000000003,526.3304866041119,2.0,7.0,15628.0,89648.0,0.01286352090348381,0.05571564936081198,0.09856777781814013,0.004793729361276741,0.08317653549868978,157.25288363868722,9.0,105276.0
309,864691135385422677,RL,L4,4P,True,1131.3257385368734,341.53961721438924,978.6800000000003,424.60277128734054,1.0,8.0,35160.0,107708.0,0.008559520148481495,0.0529507219499765,0.0973419237514715,-0.0031885941680531555,0.053678714448462526,193.2870358279048,9.0,142868.0
310,864691135727790911,V1,L2/3,23P,True,695.4316026471192,234.27677253402194,855.9600000000003,235.315507391559,14.0,27.0,72696.0,252096.0,0.04785927126630423,0.06905129798802159,0.09024332470973898,0.015426103360948617,0.055527138493757094,158.4898205458163,41.0,324792.0
311,864691136091074615,V1,L4,4P,True,790.4573127573524,303.9439133828176,951.2800000000002,257.96249926322173,15.0,11.0,110632.0,93012.0,0.03943621915092658,0.07514367513280643,0.11085113111468628,0.011780930919727243,0.05812563054519154,205.98025487899938,26.0,203644.0
312,864691134966324767,V1,L4,4P,True,619.8456308497053,272.12102984527786,836.9600000000003,256.93836842967215,18.0,26.0,192048.0,256708.0,0.02216110399388865,0.05983901762793961,0.09751693126199057,-0.008851121979341667,0.03284738614326477,167.7843650108316,44.0,448756.0
313,864691135786943684,V1,L6,6P-CT,True,680.804004764589,563.0208638941359,919.8000000000003,374.0015663374525,9.0,3.0,85684.0,32876.0,0.022671156027704475,0.05908027078997919,0.09548938555225392,0.005353817931199703,0.014313607497937673,309.38437299201973,12.0,118560.0
314,864691135498992403,AL,L4,4P,True,1326.3775316042556,293.010834443757,857.4000000000002,549.3344705952576,0.0,1.0,0.0,2644.0,0.00583441454355532,0.041530880534869606,0.07722734652618388,-0.001949209889246903,0.002045928376459005,142.08895743843365,1.0,2644.0
315,864691136034271675,V1,L2/3,23P,True,473.65102572155774,166.81862299992105,695.8000000000002,422.1123397040787,1.0,0.0,7544.0,0.0,0.020443307963216355,0.055160746270907224,0.08987818457859809,0.0054363091083086245,0.018797902816488576,333.4477350797405,1.0,7544.0
316,864691135504168285,V1,L4,4P,True,691.7449708590619,312.39673143095996,837.3600000000002,233.66344213573024,12.0,18.0,73844.0,102280.0,0.06309307968509914,0.08933836584837795,0.11558365201165678,0.030482227236402298,0.08360157537178632,155.48992242879353,30.0,176124.0
317,864691135388368001,V1,L4,4P,True,633.0265713036048,352.03793244260544,901.2000000000003,265.34611406327207,24.0,18.0,124936.0,106252.0,-0.011775906114424455,0.051197956862598794,0.11417181983962205,-0.04145816246395444,-0.009206890366014126,179.3675537192994,42.0,231188.0
318,864691135867905302,AL,L4,5P-IT,True,1349.1335883174906,346.46155158454025,840.8800000000002,574.5808346989268,8.0,4.0,58540.0,54412.0,0.026618851621372272,0.07790428154540019,0.12918971146942812,0.01985720880922577,0.17172153802411827,162.01652729807677,12.0,112952.0
319,864691136925601354,AL,L4,4P,True,1244.9818893911565,271.69161070748555,625.0000000000001,536.407497247911,6.0,2.0,79816.0,52332.0,0.03515648141930225,0.0952417273488229,0.15532697327834352,0.02860071635435144,0.23311553827712972,187.07790507088646,8.0,132148.0
320,864691136391042167,V1,L4,4P,True,689.7910345613892,259.09560779416756,837.3200000000003,233.05025230488573,22.0,31.0,277772.0,251116.0,0.03551667804981358,0.06171536741742551,0.08791405678503744,0.0027294343230053275,0.03138956583675141,154.63019237174396,53.0,528888.0
321,864691136011684526,V1,L2/3,23P,True,653.8218989654686,102.59716725087556,820.0400000000003,309.56375387466295,13.0,21.0,76220.0,125120.0,0.0351124926796124,0.06854809713454951,0.10198370158948662,0.01096781487091247,0.03978235292491746,235.6485214932204,34.0,201340.0
322,864691136275919117,RL,L2/3,23P,True,1152.8564332901801,143.17329717129323,689.6800000000002,466.3899186719465,3.0,6.0,13460.0,129584.0,0.003984978762844712,0.04447917432573103,0.08497336988861735,-0.005400282446682064,0.046383531596310236,254.53447434064051,9.0,143044.0
323,864691136034011579,V1,L2/3,23P,True,684.8391860611167,155.61424794404599,870.7200000000003,267.03952851710727,15.0,16.0,153528.0,105596.0,-0.015429051976895982,0.037994269481852076,0.09141759094060012,-0.04417329951807828,6.892016099681199e-05,192.81106710467336,31.0,259124.0
324,864691137199828801,V1,L5,5P-IT,True,584.5714012533472,395.5322952888484,792.3600000000002,309.10277845690564,7.0,15.0,62700.0,97952.0,0.057361274986249176,0.08485828242235571,0.11235528985846226,0.03225862574561453,0.06752155867811527,220.96519745476567,22.0,160652.0
325,864691135937286404,RL,L4,4P,True,1244.5556806844027,286.1093279379728,797.2400000000002,482.5495627337608,9.0,14.0,104124.0,47804.0,-0.0134304351480147,0.04751877079809716,0.10846797674420902,-0.023639314803231296,0.07161089886112641,166.25996415612357,23.0,151928.0
326,864691135102151968,V1,L2/3,23P,True,677.3302301383853,222.3497480392013,871.3200000000003,242.42124313612723,10.0,37.0,104668.0,483744.0,0.03630807668372769,0.06797976854478337,0.09965146040583905,0.004405555537512361,0.045962350177289994,162.70605562582864,47.0,588412.0
327,864691135060882843,V1,L5,4P,True,631.8576547607369,371.27325084693166,807.1200000000002,272.007808227416,13.0,12.0,69368.0,118716.0,0.04136797164213161,0.06701924834665127,0.09267052505117093,0.012589346335708074,0.04866576654219148,187.14223041090867,25.0,188084.0
328,864691135325413788,V1,L4,4P,True,670.2880028896527,334.41843267222987,961.0400000000003,271.70331709114913,3.0,8.0,14128.0,72360.0,0.02658311431808957,0.058324540623639204,0.09006596692918883,-0.0014028204653236422,0.03839323833966556,194.34160490667054,11.0,86488.0
329,864691136814627955,V1,L4,4P,True,707.3497549076413,348.4539867174789,837.5600000000003,239.55605606356104,23.0,15.0,227356.0,53432.0,0.014456992551208804,0.059195891223948076,0.10393478989668735,-0.01703668714314615,0.03212654510185646,165.52722774878737,38.0,280788.0
330,864691134966114591,V1,L4,4P,True,610.613602828546,263.0900399429176,777.6000000000001,276.9483529023297,7.0,17.0,51644.0,133016.0,0.025752091920236513,0.05154411189867111,0.07733613187710571,-0.002688016369199832,0.024473823133979975,189.70712012767405,24.0,184660.0
331,864691136086088556,V1,L2/3,4P,True,811.8963617390457,247.61409766537935,912.0000000000002,250.64906807298405,10.0,7.0,62956.0,61680.0,0.012496152425208547,0.06261327753430944,0.11273040264341032,-0.01581856903133668,0.02461980975693391,203.72292049720323,17.0,124636.0
