density_multiplier,functional_edges,functional_density,structural_edges_undirected,structural_density_undirected,spearman_struct_degree_vs_functional_degree,p_degree,spearman_struct_strength_vs_functional_strength,p_strength,structural_clustering,functional_clustering
0.5,5790,0.014123156854853464,11580,0.028246313709706927,-0.0033239222087174656,0.9204144615361964,-0.001005413301386737,0.9758907996496414,0.07091943773704665,0.2687039407630149
1.0,11580,0.028246313709706927,11580,0.028246313709706927,0.008211275089284228,0.8050467894563589,0.011388677768865032,0.7320986814090147,0.07091943773704665,0.28725279666490655
2.0,23160,0.056492627419413854,11580,0.028246313709706927,0.006026811837955286,0.8562441590373258,0.010923168863177516,0.7426535049826521,0.07091943773704665,0.30080432798721735
4.0,46320,0.11298525483882771,11580,0.028246313709706927,0.02966317989029743,0.3724892131481357,0.03147953440578057,0.3439164654476449,0.07091943773704665,0.331570708960448
