pre_neuron_id,post_neuron_id,synapse_size
864691134966710559,864691136904488114,17916.0
864691134966710559,864691136991202453,33696.0
864691134966710559,864691134887026938,4908.0
864691134966710559,864691134989865338,2512.0
864691134966710559,864691135015652246,4312.0
864691134966710559,864691135157994084,2160.0
864691134966710559,864691135480892614,21932.0
864691134966710559,864691135591041291,4476.0
864691134966710559,864691135749141801,10420.0
864691134966710559,864691135757040082,6616.0
864691134966710559,864691136010639022,6324.0
864691134966710559,864691136021865976,19256.0
864691134966710559,864691136034181307,4908.0
864691134966710559,864691136453419007,27284.0
864691135209194617,864691135857099310,2116.0
864691135209194617,864691135938816260,7340.0
864691135209194617,864691135209280633,160.0
864691135209194617,864691135802453858,20608.0
864691135209194617,864691136010028974,14564.0
864691135209194617,864691136298045979,23292.0
864691135209194617,864691136311106650,1468.0
864691135209194617,864691136975144988,4208.0
864691135431089968,864691135350420951,4248.0
864691135431089968,864691135811335116,13068.0
864691136389688695,864691135060651419,180.0
864691136389688695,864691135164887853,14720.0
864691136389688695,864691135277309669,3760.0
864691136389688695,864691135398817569,4156.0
864691136389688695,864691135540440178,5620.0
864691136389688695,864691135562410721,9192.0
864691136389688695,864691135562842337,16196.0
864691136389688695,864691135567047191,4336.0
864691136389688695,864691135741659499,36204.0
864691136389688695,864691135763941174,3932.0
864691136389688695,864691135839950227,15572.0
864691136389688695,864691135892214409,2248.0
864691136389688695,864691135947258916,3000.0
864691136389688695,864691136111251896,13988.0
864691136389688695,864691136137293195,9164.0
864691136389688695,864691136195798504,3808.0
864691136389688695,864691136991202453,26356.0
864691136389688695,864691135155894884,24620.0
864691136389688695,864691135271038885,3148.0
864691136389688695,864691135280481697,17060.0
864691136389688695,864691135577749022,8820.0
864691136389688695,864691135655390658,32144.0
864691136389688695,864691135741780116,21584.0
864691136389688695,864691135928366606,3676.0
864691136389688695,864691136041575422,22724.0
864691136389688695,864691136084313196,33160.0
864691136389688695,864691136905560754,115916.0
864691136389688695,864691137198691137,3496.0
864691135594817067,864691136022520056,8088.0
864691135725842603,864691134949081852,2888.0
864691135725842603,864691134966714655,17532.0
864691135725842603,864691135102433056,57268.0
864691135725842603,864691135294520844,2028.0
864691135725842603,864691135382556378,10716.0
864691135725842603,864691135384344043,11660.0
864691135725842603,864691135466158917,13076.0
864691135725842603,864691135562410721,16488.0
864691135725842603,864691135562842337,2768.0
864691135725842603,864691135571515270,388.0
864691135725842603,864691135583277677,3844.0
864691135725842603,864691135742102635,2764.0
864691135725842603,864691135750307881,6036.0
864691135725842603,864691135977666883,16580.0
864691135725842603,864691135988557315,11656.0
864691135725842603,864691136111559352,5664.0
864691135725842603,864691136424439855,16156.0
864691135725842603,864691136445557123,7300.0
864691135725842603,864691136488999186,6492.0
864691135725842603,864691136524172689,12672.0
864691135725842603,864691136814508659,2396.0
864691135725842603,864691136975624220,11796.0
864691135725842603,864691137055712630,13732.0
864691135725842603,864691135162908461,22708.0
864691135725842603,864691135304641703,7560.0
864691135725842603,864691135336055529,35580.0
864691135725842603,864691135357351375,12584.0
864691135725842603,864691135492568551,5212.0
864691135725842603,864691135493686111,3320.0
864691135725842603,864691135496440208,10492.0
864691135725842603,864691135562004193,9184.0
864691135725842603,864691135566168599,212.0
864691135725842603,864691135587519868,8156.0
864691135725842603,864691135617440105,2352.0
864691135725842603,864691135757040082,1148.0
864691135725842603,864691136125457446,10316.0
864691135725842603,864691136953873631,8996.0
864691135725842603,864691137056393846,1708.0
864691136380264405,864691135809509917,38316.0
864691136380264405,864691135271696549,1256.0
864691134949081852,864691135015154934,13148.0
864691134949081852,864691135214986368,3872.0
864691134949081852,864691135760635214,19440.0
864691134949081852,864691135858298670,800.0
864691134949081852,864691135868916246,11836.0
864691134949081852,864691135977045871,21700.0
864691134949081852,864691135977666883,3612.0
864691134949081852,864691136107283417,2072.0
864691134949081852,864691136196202472,25420.0
864691134949081852,864691136373008520,6512.0
864691134949081852,864691136453384959,8048.0
864691134949081852,864691136579129876,1136.0
864691134949081852,864691136664950750,10416.0
864691134949081852,864691134887026938,4744.0
864691134949081852,864691134991010426,1820.0
864691134949081852,864691135155894884,2252.0
864691134949081852,864691135274195217,3948.0
864691134949081852,864691135357351375,3464.0
864691134949081852,864691135478316200,3676.0
864691134949081852,864691135480892614,816.0
864691134949081852,864691135576881950,7992.0
864691134949081852,864691135577749022,5088.0
864691134949081852,864691136010639022,6376.0
864691134949081852,864691136021865976,6384.0
864691134949081852,864691136034084795,7292.0
864691134949081852,864691136125433894,3476.0
864691134949081852,864691136125956134,340.0
864691134949081852,864691136177629702,5328.0
864691134949081852,864691136314404669,4268.0
864691134949081852,864691136604001745,4464.0
864691134949081852,864691136991359893,6352.0
864691135122469671,864691135940685057,2608.0
864691135610877191,864691135809608652,3952.0
864691136927761226,864691135572346349,6104.0
864691136927761226,864691135577651230,17056.0
864691136927761226,864691135583277677,15204.0
864691136927761226,864691135686283703,2268.0
864691136927761226,864691135878061395,660.0
864691136927761226,864691136108378073,412.0
864691136927761226,864691136674749575,2992.0
864691136927761226,864691135102381856,2320.0
864691136927761226,864691135184104194,6464.0
864691136927761226,864691135387535957,1792.0
864691136927761226,864691135567059223,13436.0
864691136927761226,864691135587519868,12472.0
864691136927761226,864691135656579010,39104.0
864691136927761226,864691135810466333,3552.0
864691136927761226,864691135994235841,12408.0
864691136927761226,864691136110256824,1224.0
864691136927761226,864691136381301461,408.0
864691135562410721,864691135274816017,4700.0
864691135562410721,864691135466236229,3664.0
864691135562410721,864691135773208651,3056.0
864691135562410721,864691135938816260,3204.0
864691135562410721,864691136011686318,5224.0
864691135562410721,864691135480892614,4452.0
864691135562410721,864691135646775791,27748.0
864691135562410721,864691136177629702,2912.0
864691135562410721,864691136438717086,15288.0
864691135101595680,864691135060882843,20112.0
864691135101595680,864691135294520844,756.0
864691135101595680,864691135495698832,59140.0
864691135101595680,864691135695146943,6240.0
864691135101595680,864691135742102635,1912.0
864691135101595680,864691135774053371,1468.0
864691135101595680,864691135778419901,276.0
864691135101595680,864691135782241616,344.0
864691135101595680,864691135868210454,34636.0
864691135101595680,864691135927381774,8528.0
864691135101595680,864691135955962888,7652.0
864691135101595680,864691135988557315,5160.0
864691135101595680,864691136033332155,7032.0
864691135101595680,864691136091634487,3136.0
864691135101595680,864691136118686884,1464.0
864691135101595680,864691136453384959,11664.0
864691135101595680,864691136968542926,1940.0
864691135101595680,864691136991202453,8092.0
864691135101595680,864691134887460346,9600.0
864691135101595680,864691135102274592,8036.0
864691135101595680,864691135258642863,9548.0
864691135101595680,864691135375351369,30908.0
864691135101595680,864691135470787666,7328.0
864691135101595680,864691135496440208,360.0
864691135101595680,864691135562004193,6752.0
864691135101595680,864691135576881950,7028.0
864691135101595680,864691135577749022,2276.0
864691135101595680,864691135617440105,24732.0
864691135101595680,864691135773073147,3412.0
864691135101595680,864691135778467517,5952.0
864691135101595680,864691135866576604,3260.0
864691135101595680,864691135970226021,200.0
864691135101595680,864691136010639022,9380.0
864691135101595680,864691136238679567,3860.0
864691135101595680,864691136330407914,7144.0
864691135101595680,864691136390474359,2028.0
864691135101595680,864691136953197279,14184.0
864691135101595680,864691136991359893,14452.0
864691135101595680,864691137055367798,2516.0
864691135772053835,864691136812081779,16148.0
864691136373008520,864691135416233914,17324.0
864691136373008520,864691135468161164,14312.0
864691136373008520,864691135518283475,13916.0
864691136373008520,864691135585266808,4076.0
