pre_neuron_id,post_neuron_id,synapse_size
864691136023889209,864691137199050049,14128.0
864691136023889209,864691135990004992,13500.0
864691135465113157,864691135374981320,5588.0
864691135465113157,864691135357351375,2904.0
864691135465113157,864691136523335057,4024.0
864691135339729894,864691135646481135,3716.0
864691136210847932,864691136025504569,8252.0
864691135474504498,864691135808925981,1024.0
864691135474504498,864691135357351375,2612.0
864691135810982860,864691136664127454,18480.0
864691135810982860,864691136120159768,3936.0
864691136012739747,864691135465343045,17660.0
864691136012739747,864691135760106830,3704.0
864691135742189163,864691135375888840,4428.0
864691135742189163,864691136043283030,7904.0
864691135374981320,864691135357351375,4264.0
864691136380266965,864691135569902316,1224.0
864691135271463077,864691135764015926,2908.0
864691135430486576,864691135375590217,384.0
864691134886499066,864691136052738803,12872.0
864691134886499066,864691135124603687,2084.0
864691134886499066,864691136010639022,3028.0
864691134966069023,864691135765013302,6728.0
864691134966069023,864691136006519498,6992.0
864691134966069023,864691136484732972,1672.0
864691134966069023,864691135430486576,8744.0
864691134966069023,864691135990004992,496.0
864691136953677535,864691135569902316,12076.0
864691136953677535,864691135942924148,3972.0
864691136058745048,864691135374981320,8588.0
864691136058745048,864691135504168285,2164.0
864691136058745048,864691135942924148,1924.0
864691136058745048,864691136010639022,15320.0
864691135592830731,864691135374981320,2272.0
864691136211371452,864691135760106830,2528.0
864691136211371452,864691136975624220,7548.0
864691136211371452,864691136010639022,5608.0
864691135375590217,864691136905758130,4976.0
864691135375590217,864691135280682401,1648.0
864691135375590217,864691136953677535,1916.0
864691136125440038,864691135280682401,3932.0
864691135583172717,864691136033332155,3988.0
864691135360809560,864691134949081852,3708.0
864691135360809560,864691135375888840,4612.0
864691135360809560,864691136091074615,13272.0
864691135360809560,864691136975624220,5012.0
864691135360809560,864691136010639022,2168.0
864691135360809560,864691136524297617,16976.0
864691136101516661,864691135386963541,17900.0
864691135725748139,864691135465343045,4328.0
864691135725748139,864691136012739747,3732.0
864691135725748139,864691136085781356,14824.0
864691135280682401,864691135102433056,2320.0
864691135280682401,864691135374981320,19772.0
864691135280682401,864691135480916422,15956.0
864691135280682401,864691136177799686,1240.0
864691135280682401,864691135357351375,18688.0
864691135280682401,864691136010639022,4276.0
864691135280682401,864691136058745048,4196.0
864691135763795510,864691136107283417,536.0
864691135763795510,864691134966069023,3212.0
864691135763795510,864691135430486576,15388.0
864691135646481135,864691135763795510,4964.0
864691136239902780,864691135782506832,11376.0
864691136239902780,864691135386963541,4372.0
864691135990004992,864691136043283030,10476.0
864691135990004992,864691135280682401,2876.0
864691136120159768,864691137199050049,6652.0
864691136120159768,864691135360809560,2240.0
864691136120159768,864691135562004193,4408.0
864691136239980604,864691136085781356,12332.0
864691136239980604,864691136484732972,13968.0
864691136239980604,864691136905758130,932.0
864691136239980604,864691135124603687,9468.0
864691135124603687,864691135294520844,3060.0
864691135357351375,864691135751110185,4712.0
864691135357351375,864691135280682401,4820.0
864691135562004193,864691135294520844,8368.0
864691135562004193,864691135504168285,380.0
864691135562004193,864691135694415551,16692.0
864691135562004193,864691136313406781,6960.0
864691135562004193,864691136010639022,5524.0
864691135942924148,864691135360809560,25836.0
864691135942924148,864691136524297617,3044.0
864691135499707667,864691135465113157,300.0
864691135499707667,864691135760106830,2552.0
864691135499707667,864691136033332155,888.0
864691135499707667,864691136664127454,1592.0
864691135499707667,864691136905758130,15748.0
864691135499707667,864691135375590217,3376.0
864691135499707667,864691135942924148,3608.0
864691135499707667,864691136058745048,2960.0
864691136523335057,864691136107283417,1400.0
864691136523335057,864691135386963541,1568.0
864691136523335057,864691136239902780,4176.0
864691136010639022,864691135465343045,8216.0
864691136010639022,864691135751110185,1636.0
864691136010639022,864691135360809560,284.0
864691136010639022,864691136058745048,8840.0
864691135386963541,864691135504168285,2236.0
864691135386963541,864691135764015926,3088.0
864691135386963541,864691136953677535,5528.0
