pre_pt_root_id,post_pt_root_id,size
864691134919972106,864691135210134905,6972.0
864691134919972106,864691135362104647,16336.0
864691134919972106,864691135398746401,3992.0
864691134919972106,864691135409856713,7928.0
864691134919972106,864691135448017554,4084.0
864691134919972106,864691135585503864,1864.0
864691134919972106,864691135727929663,12820.0
864691134919972106,864691135885911920,2100.0
864691134919972106,864691135969582181,1988.0
864691134919972106,864691135976979567,1180.0
864691134919972106,864691135990793216,2764.0
864691134919972106,864691135994077377,2596.0
864691134919972106,864691136138803837,480.0
864691134919972106,864691136268801268,2660.0
864691134919972106,864691136298913563,5848.0
864691134919972106,864691136314120765,5524.0
864691134919972106,864691136381324501,6076.0
864691134920000010,864691134941063523,2728.0
864691134920000010,864691135015154934,18552.0
864691134920000010,864691135084038647,160.0
864691134920000010,864691135294187190,1416.0
864691134920000010,864691135340055782,12468.0
864691134920000010,864691135360482392,15104.0
864691134920000010,864691135387529301,11080.0
864691134920000010,864691135430346544,16024.0
864691134920000010,864691135448698196,8084.0
864691134920000010,864691135455977578,3152.0
864691134920000010,864691135464995134,2976.0
864691134920000010,864691135490483514,4764.0
864691134920000010,864691135493665631,8240.0
864691134920000010,864691135546339880,10492.0
864691134920000010,864691135562001633,5488.0
864691134920000010,864691135571192966,3892.0
864691134920000010,864691135572346349,13608.0
864691134920000010,864691135586724220,24376.0
864691134920000010,864691135662774512,348.0
864691134920000010,864691135741998484,2148.0
864691134920000010,864691135756075981,8300.0
864691134920000010,864691135756844242,4648.0
864691134920000010,864691135763362102,7284.0
864691134920000010,864691135763975990,8604.0
864691134920000010,864691135773208651,11752.0
864691134920000010,864691135778116013,11292.0
864691134920000010,864691135783308368,1276.0
864691134920000010,864691135809954845,4884.0
864691134920000010,864691135858282030,3244.0
864691134920000010,864691135929072340,1984.0
864691134920000010,864691135942163201,1848.0
864691134920000010,864691136011733934,10680.0
864691134920000010,864691136013554851,7540.0
864691134920000010,864691136118878116,9244.0
864691134920000010,864691136228250961,364.0
864691134920000010,864691136229366097,3424.0
864691134920000010,864691136238090767,3912.0
864691134920000010,864691136314485053,2960.0
864691134920000010,864691136390828919,57936.0
864691134920000010,864691136618795227,8928.0
864691134920000010,864691136619693275,7520.0
864691134920000010,864691136620192653,384.0
864691134920000010,864691136968773070,13208.0
864691134941063523,864691134919529994,3664.0
864691134941063523,864691134941063523,17092.0
864691134941063523,864691135119636189,1744.0
864691134941063523,864691135387753601,25960.0
864691134941063523,864691135389004929,15768.0
864691134941063523,864691136177799686,412.0
864691134941412707,864691135060651419,336.0
864691134941412707,864691135124690471,1936.0
864691134941412707,864691135274860561,3832.0
