pre_pt_root_id,post_pt_root_id,size
864691134884807418,864691135382556378,17636.0
864691134886037498,864691135209194617,5884.0
864691134886037498,864691135214970752,3592.0
864691134886037498,864691135270320293,3052.0
864691134886037498,864691135397023777,2056.0
864691134886037498,864691135462420637,4976.0
864691134886037498,864691135464787525,3848.0
864691134886037498,864691135495698832,21732.0
864691134886037498,864691135565962775,2656.0
864691134886037498,864691135610877191,12468.0
864691134886037498,864691135640398651,3224.0
864691134886037498,864691135686414775,428.0
864691134886037498,864691135778187360,3448.0
864691134886037498,864691136108938168,4236.0
864691134886037498,864691136138131325,16912.0
864691134886037498,864691136309871706,2232.0
864691134886037498,864691136363009250,4008.0
864691134886037498,864691136578820884,6448.0
864691134886335738,864691135258628527,17928.0
864691134886335738,864691135271970725,1376.0
864691134886335738,864691135369668089,5472.0
864691134886335738,864691135499616019,18228.0
864691134886335738,864691135578360837,3640.0
864691134886335738,864691135611702023,10320.0
864691134886335738,864691135686540471,41272.0
864691134886335738,864691135699301397,13252.0
864691134886335738,864691136006393034,17692.0
864691134886335738,864691136330880234,9272.0
864691134886499066,864691135477670312,1828.0
864691134886499066,864691135757092306,33952.0
864691134886499066,864691135809568029,3524.0
864691134886499066,864691136110366904,3096.0
864691134886499066,864691136195891788,21868.0
864691134886569210,864691134886569210,6624.0
864691134886569210,864691135465001373,12304.0
864691134886569210,864691135587622268,3024.0
864691134886569210,864691136904488114,7988.0
864691134886792442,864691135014600950,3972.0
864691134886792442,864691135336669673,380.0
864691134886792442,864691135384404954,4128.0
864691134886792442,864691135431089968,304.0
864691134886792442,864691135469807954,1988.0
864691134886792442,864691135577208606,1968.0
864691134886792442,864691135778331232,2568.0
864691134886828794,864691135271970725,3220.0
864691134887026938,864691135014696182,1016.0
864691134887026938,864691135196592938,3860.0
864691134887026938,864691135349839831,640.0
864691134887026938,864691135362357319,5456.0
864691134887026938,864691135369668089,38900.0
864691134887026938,864691135384716762,6836.0
864691134887026938,864691135492888039,2612.0
864691134887026938,864691135583277677,11644.0
864691134887026938,864691135774294603,12304.0
864691134887026938,864691135778954848,2880.0
864691134887026938,864691135782542416,5004.0
864691134887026938,864691135839843475,8324.0
864691134887026938,864691135891796617,4492.0
864691134887026938,864691135920591792,5780.0
864691134887026938,864691135943389556,7596.0
864691134887026938,864691136006393034,2376.0
864691134887026938,864691136006493898,3860.0
864691134887026938,864691136040742142,1320.0
864691134887026938,864691136196517452,20492.0
864691134887026938,864691136392806271,3608.0
864691134887026938,864691136488999186,14432.0
864691134887444730,864691135083619831,2584.0
864691134887444730,864691135336840425,2920.0
864691134887444730,864691135398243105,3180.0
864691134887444730,864691135464678206,4304.0
864691134887444730,864691135511861968,61516.0
864691134887444730,864691135779049056,11724.0
864691134887444730,864691135877825107,6680.0
864691134887444730,864691135878407251,74172.0
864691134887444730,864691135993185985,3940.0
864691134887444730,864691136110765496,5976.0
864691134887444986,864691135274816017,360.0
864691134887444986,864691135294520844,5516.0
864691134887444986,864691135309733190,1536.0
864691134887444986,864691135369651193,1092.0
864691134887444986,864691135395833333,3868.0
864691134887444986,864691135431089968,1664.0
864691134887444986,864691135447540882,2068.0
864691134887444986,864691135447979922,588.0
864691134887444986,864691135465343045,1136.0
864691134887444986,864691135473540914,3916.0
864691134887444986,864691135478095016,3888.0
864691134887444986,864691135499616019,4556.0
864691134887444986,864691135502885954,5768.0
864691134887444986,864691135511316745,4808.0
864691134887444986,864691135511324169,1816.0
864691134887444986,864691135520064650,260.0
864691134887444986,864691135584646253,2244.0
